TxnID,AccusedMasterID,AccusedName,Counterparty,Amount,TxnDate,AccountRef
6185,0,Deepak Prasad,Imran Shetty,2002286,2024-07-29 04:32:18,AC41677309
6186,0,Deepak Prasad,Basavaraj Gowda,990734,2024-07-29 04:32:18,AC61091735
6187,0,Imran Nayak,Vinutha Hegde,1665408,2024-07-29 18:15:25,AC65701448
6188,0,Imran Nayak,Bhavana Gowda,4135003,2024-07-29 18:15:25,AC21261047
6189,0,Girish Reddy,Pooja Naik,4911163,2024-07-29 19:17:33,AC39809160
6190,0,Girish Reddy,Anitha Kumar,3266933,2024-07-29 19:17:33,AC99921367
6191,0,Nagaraj Desai,Pooja Kumar,3772388,2024-07-29 19:17:33,AC77175355
6192,0,Nagaraj Desai,Rekha Patil,3526200,2024-07-29 19:17:33,AC69477579
6193,0,Lakshmi Desai,Rekha Desai,2462966,2024-07-29 19:30:19,AC63698785
6194,0,Lakshmi Desai,Vinutha Rao,2102160,2024-07-29 19:30:19,AC12608429
6195,0,Lakshmi Desai,Fatima Desai,503686,2024-07-29 19:30:19,AC69571246
6196,0,Prakash Gowda,Anitha Iyengar,2970710,2024-07-29 19:30:19,AC24353784
6197,0,Prakash Gowda,Basavaraj Nayak,1209128,2024-07-29 19:30:19,AC78942632
6198,0,Chetan Kulkarni,Anitha Patil,1018506,2024-07-29 21:29:00,AC35280147
6199,0,Chetan Kulkarni,Lakshmi Desai,156908,2024-07-29 21:29:00,AC96061222
6200,0,Chetan Kulkarni,Vinutha Naik,849653,2024-07-29 21:29:00,AC15628687
6201,0,Lakshmi Patil,Anitha Reddy,3985841,2024-07-29 21:29:00,AC64098807
6202,0,Chetan Kulkarni,Suresh Bhat,1287305,2024-07-29 21:29:00,AC33776748
6203,0,Prakash Gowda,Mary Kulkarni,3170094,2024-07-30 13:33:20,AC58616553
6204,0,Joseph Hegde,Girish Reddy,3017431,2024-07-30 13:33:20,AC32539094
6205,0,Joseph Hegde,Lakshmi Hegde,2876923,2024-07-30 13:33:20,AC76673286
6206,0,Prakash Gowda,Mary Kumar,823506,2024-07-30 13:33:20,AC75581681
6207,0,Yashwanth Hegde,Pooja Nayak,1408893,2024-07-30 14:23:54,AC22172982
6208,0,Yashwanth Hegde,Prakash Nayak,3367958,2024-07-30 14:23:54,AC43587490
6209,0,Imran Iyengar,Shivakumar Murthy,4541260,2024-07-30 14:23:54,AC53199124
6210,0,Yashwanth Hegde,Girish Bhat,4266097,2024-07-30 14:23:54,AC62618095
6211,0,Yashwanth Hegde,Anitha Patil,2971762,2024-07-30 14:23:54,AC66641247
6212,0,Yashwanth Hegde,Imran Kumar,1710424,2024-07-30 14:23:54,AC69985843
6213,0,Manjunath Hegde,Deepak Desai,1771832,2024-07-30 18:08:55,AC28251157
6214,0,Manjunath Hegde,Ravi Patil,2920307,2024-07-30 18:08:55,AC16561333
6215,0,Joseph Patil,Rekha Patil,357863,2024-07-30 18:13:22,AC76011581
6216,0,Rekha Patil,Nagaraj Kulkarni,1047108,2024-07-30 18:13:22,AC57856773
6217,0,Prakash Patil,Mary Reddy,3394109,2024-07-30 18:13:33,AC83076573
6218,0,Vinutha Iyengar,Imran Patil,1073902,2024-07-30 18:13:33,AC47968296
6219,0,Prakash Nayak,Kiran Bhat,143270,2024-07-30 18:13:33,AC35868864
6220,0,Bhavana Nayak,Prakash Shetty,2651806,2024-07-30 21:33:20,AC23599803
6221,0,Girish Patil,Basavaraj Bhat,829056,2024-07-30 21:33:20,AC48002030
6222,0,Bhavana Nayak,Shivakumar Shetty,421865,2024-07-30 21:33:20,AC69198673
6223,0,Bhavana Nayak,Basavaraj Prasad,2839621,2024-07-30 21:33:20,AC45769903
6224,0,Girish Patil,Pooja Kulkarni,365014,2024-07-30 21:33:20,AC81993233
6225,0,Bhavana Nayak,Anitha Shetty,2790065,2024-07-30 21:33:20,AC42808698
6226,0,Shivakumar Nayak,Nagaraj Reddy,2443082,2024-07-31 00:49:29,AC37318575
6227,0,Kiran Iyengar,Ravi Kulkarni,4853761,2024-07-31 00:49:29,AC69502060
6228,0,Girish Murthy,Deepak Naik,1811800,2024-07-31 00:49:29,AC26116624
6229,0,Kiran Iyengar,Manjunath Rao,757527,2024-07-31 00:49:29,AC24975811
6230,0,Kiran Iyengar,Ravi Hegde,2429337,2024-07-31 00:49:29,AC19458269
6231,0,Girish Murthy,Lakshmi Kumar,621715,2024-07-31 00:49:29,AC32265482
6232,0,Kiran Iyengar,Pooja Naik,3645141,2024-07-31 01:26:50,AC29799937
6233,0,Kiran Iyengar,Basavaraj Iyengar,2541470,2024-07-31 01:26:50,AC14756463
6234,0,Yashwanth Kumar,Kiran Desai,1373832,2024-07-31 01:33:13,AC43489446
6235,0,Yashwanth Kumar,Ashwini Murthy,4238293,2024-07-31 01:33:13,AC24703063
6236,0,Yashwanth Kumar,Mary Kumar,2714168,2024-07-31 01:33:13,AC67883721
6237,0,Yashwanth Kumar,Manjunath Rao,3793380,2024-07-31 01:33:13,AC20522949
6238,0,Yashwanth Kumar,Chetan Kumar,1497843,2024-07-31 01:33:13,AC79394688
6239,0,Yashwanth Kumar,Basavaraj Nayak,2801002,2024-07-31 01:33:13,AC89448620
6240,0,Yashwanth Hegde,Nagaraj Gowda,262348,2024-07-31 11:53:21,AC51324804
6241,0,Vinutha Gowda,Kiran Kumar,2908440,2024-07-31 11:53:21,AC42997004
6242,0,Prakash Shetty,Vinutha Kumar,405915,2024-07-31 23:15:39,AC52161621
6243,0,Bhavana Naik,Basavaraj Shetty,2308576,2024-07-31 23:15:39,AC82948547
6244,0,Bhavana Shetty,Ravi Kulkarni,3280639,2024-07-31 23:15:39,AC56761444
6245,0,Yashwanth Rao,Shivakumar Hegde,574799,2024-08-01 01:31:22,AC28832317
6246,0,Yashwanth Rao,Deepak Prasad,4600340,2024-08-01 01:31:22,AC33708666
6247,0,Deepak Prasad,Lakshmi Murthy,1764309,2024-08-01 01:31:22,AC48070423
6248,0,Fatima Hegde,Mary Kulkarni,4377119,2024-08-01 01:31:22,AC29822122
6249,0,Yashwanth Rao,Anitha Prasad,2194107,2024-08-01 01:31:22,AC59339642
6250,0,Fatima Hegde,Mary Hegde,584903,2024-08-01 01:31:22,AC43836616
6251,0,Girish Iyengar,Joseph Naik,460037,2024-08-01 01:55:05,AC18408423
6252,0,Girish Iyengar,Kiran Shetty,3243814,2024-08-01 01:55:05,AC86975101
6253,0,Girish Iyengar,Kiran Reddy,3387223,2024-08-01 01:55:05,AC41993746
6254,0,Girish Iyengar,Bhavana Kumar,3552600,2024-08-01 01:55:05,AC28154928
6255,0,Girish Iyengar,Shivakumar Naik,1442491,2024-08-01 01:55:05,AC45519172
6256,0,Girish Iyengar,Manjunath Patil,4637926,2024-08-01 01:55:05,AC18322284
6257,0,Kiran Desai,Vinutha Rao,636970,2024-08-01 02:26:00,AC93030730
6258,0,Kiran Desai,Rekha Kumar,2474217,2024-08-01 02:26:00,AC70851863
6259,0,Kiran Desai,Prakash Bhat,1922774,2024-08-01 02:26:00,AC83241716
6260,0,Kiran Desai,Fatima Naik,3014913,2024-08-01 02:26:00,AC41202961
6261,0,Kiran Desai,Ashwini Gowda,1923431,2024-08-01 02:26:00,AC85933150
6262,0,Kiran Desai,Mary Murthy,33759,2024-08-01 02:26:00,AC20418748
6263,0,Nagaraj Reddy,Ashwini Murthy,722422,2024-08-01 03:27:44,AC73339434
6264,0,Nagaraj Reddy,Imran Gowda,1308211,2024-08-01 03:27:44,AC97280847
6265,0,Nagaraj Reddy,Girish Patil,3969884,2024-08-01 03:27:44,AC14539630
6266,0,Nagaraj Reddy,Prakash Murthy,1860611,2024-08-01 03:27:44,AC88747207
6267,0,Nagaraj Reddy,Anitha Murthy,1304573,2024-08-01 03:27:44,AC81648536
6268,0,Nagaraj Reddy,Vinutha Prasad,3132425,2024-08-01 03:27:44,AC70734343
6269,0,Girish Nayak,Prakash Kulkarni,2170742,2024-08-01 06:49:08,AC48426052
6270,0,Girish Nayak,Rekha Reddy,491245,2024-08-01 06:49:08,AC72656587
6271,0,Girish Nayak,Suresh Reddy,996652,2024-08-01 06:49:08,AC67515657
6272,0,Girish Nayak,Deepak Murthy,3277976,2024-08-01 06:49:08,AC91393501
6273,0,Imran Murthy,Nagaraj Rao,2142363,2024-08-01 07:25:44,AC42385611
6274,0,Imran Murthy,Joseph Iyengar,2412146,2024-08-01 07:25:44,AC49877446
6275,0,Deepak Bhat,Anitha Prasad,819841,2024-08-01 07:25:44,AC45567225
6276,0,Nagaraj Naik,Pooja Rao,3207463,2024-08-01 10:35:34,AC48263879
6277,0,Nagaraj Naik,Yashwanth Nayak,196289,2024-08-01 10:35:34,AC13066131
6278,0,Deepak Prasad,Anitha Reddy,194807,2024-08-01 10:35:34,AC33200541
6279,0,Yashwanth Murthy,Mary Prasad,508562,2024-08-01 12:48:20,AC38664526
6280,0,Pooja Hegde,Shivakumar Prasad,2305660,2024-08-01 12:48:20,AC23216065
6281,0,Deepak Patil,Fatima Nayak,313022,2024-08-01 14:38:49,AC98997148
6282,0,Pooja Kumar,Imran Bhat,1580548,2024-08-01 14:38:49,AC28377676
6283,0,Deepak Patil,Mary Iyengar,1666126,2024-08-01 14:38:49,AC15263494
6284,0,Deepak Patil,Deepak Bhat,1715951,2024-08-01 14:38:49,AC63242237
6285,0,Girish Rao,Suresh Nayak,739717,2024-08-01 19:46:46,AC35164332
6286,0,Girish Rao,Bhavana Kumar,4168173,2024-08-01 19:46:46,AC63872571
6287,0,Girish Rao,Ravi Kumar,1971251,2024-08-01 19:46:46,AC36474378
6288,0,Anitha Iyengar,Shivakumar Shetty,1795366,2024-08-01 19:48:51,AC67466874
6289,0,Anitha Iyengar,Vinutha Patil,2409490,2024-08-01 19:48:51,AC21102075
6290,0,Anitha Iyengar,Fatima Gowda,1543200,2024-08-01 19:48:51,AC46959438
6291,0,Anitha Iyengar,Anitha Naik,4485193,2024-08-01 19:48:51,AC89946593
6292,0,Bhavana Naik,Prakash Hegde,688491,2024-08-01 20:51:58,AC73357858
6293,0,Bhavana Naik,Ravi Kumar,4694117,2024-08-01 20:51:58,AC19379604
6294,0,Bhavana Naik,Prakash Naik,3066556,2024-08-01 20:51:58,AC63426130
6295,0,Bhavana Naik,Yashwanth Gowda,2851485,2024-08-01 20:51:58,AC10589749
6296,0,Bhavana Naik,Ashwini Iyengar,3023479,2024-08-01 20:51:58,AC77654024
6297,0,Bhavana Naik,Lakshmi Patil,1655567,2024-08-01 20:51:58,AC45916775
6298,0,Kiran Iyengar,Suresh Kulkarni,3145729,2024-08-01 21:33:16,AC35376028
6299,0,Kiran Iyengar,Vinutha Gowda,2606853,2024-08-01 21:33:16,AC36189615
6300,0,Kiran Iyengar,Lakshmi Murthy,2326331,2024-08-01 21:33:16,AC61540234
6301,0,Kiran Iyengar,Pooja Iyengar,3402556,2024-08-01 21:33:16,AC84876249
6302,0,Kiran Iyengar,Kiran Kulkarni,2636978,2024-08-01 21:33:16,AC87433832
6303,0,Ravi Murthy,Lakshmi Nayak,1151080,2024-08-01 22:44:21,AC89090768
6304,0,Lakshmi Kulkarni,Rekha Patil,3231998,2024-08-01 22:44:21,AC41930751
6305,0,Ravi Murthy,Suresh Gowda,4075430,2024-08-01 22:44:21,AC10530095
6306,0,Imran Hegde,Manjunath Gowda,3869718,2024-08-02 00:35:15,AC84941454
6307,0,Imran Hegde,Kiran Reddy,2879027,2024-08-02 00:35:15,AC92699237
6308,0,Imran Hegde,Suresh Reddy,1210456,2024-08-02 00:35:15,AC43464597
6309,0,Imran Hegde,Lakshmi Naik,509698,2024-08-02 00:35:15,AC23589302
6310,0,Imran Hegde,Mary Reddy,1141665,2024-08-02 00:35:15,AC56747993
6311,0,Imran Hegde,Mary Reddy,3431961,2024-08-02 00:35:15,AC64817876
6312,0,Deepak Iyengar,Mary Gowda,3725577,2024-08-02 01:14:17,AC65532829
6313,0,Vinutha Desai,Pooja Desai,4522204,2024-08-02 01:14:17,AC20097173
6314,0,Vinutha Desai,Ravi Kulkarni,3596506,2024-08-02 01:14:17,AC25761304
6315,0,Deepak Iyengar,Bhavana Rao,2014663,2024-08-02 01:14:17,AC76838042
6316,0,Deepak Iyengar,Deepak Bhat,2082825,2024-08-02 01:14:17,AC12172500
6317,0,Deepak Iyengar,Nagaraj Gowda,4349274,2024-08-02 01:14:17,AC25850107
6318,0,Pooja Kumar,Shivakumar Naik,3361287,2024-08-02 02:00:09,AC30233337
6319,0,Pooja Kumar,Pooja Murthy,2652151,2024-08-02 02:00:09,AC16168795
6320,0,Pooja Kumar,Kiran Kulkarni,2033948,2024-08-02 02:00:09,AC45663770
6321,0,Lakshmi Iyengar,Shivakumar Kumar,4712803,2024-08-02 03:04:18,AC18034873
6322,0,Mary Naik,Shivakumar Hegde,4417026,2024-08-02 03:04:18,AC80258901
6323,0,Manjunath Reddy,Rekha Kumar,439367,2024-08-02 13:14:27,AC19533215
6324,0,Shivakumar Shetty,Ashwini Hegde,2628328,2024-08-02 13:14:27,AC52492699
6325,0,Manjunath Reddy,Joseph Reddy,4506422,2024-08-02 13:14:27,AC17410361
6326,0,Manjunath Reddy,Vinutha Rao,4526401,2024-08-02 13:14:27,AC88709446
6327,0,Manjunath Reddy,Rekha Shetty,3663073,2024-08-02 13:14:27,AC94468792
6328,0,Shivakumar Shetty,Ashwini Kumar,3559804,2024-08-02 13:14:27,AC89280265
6329,0,Deepak Prasad,Anitha Rao,1448149,2024-08-02 19:23:27,AC73699564
6330,0,Deepak Prasad,Prakash Iyengar,3360754,2024-08-02 19:23:27,AC75287411
6331,0,Deepak Prasad,Vinutha Gowda,1590594,2024-08-02 19:23:27,AC76933515
6332,0,Deepak Prasad,Kiran Kulkarni,4693815,2024-08-02 19:23:27,AC63603664
6333,0,Girish Rao,Chetan Gowda,3545757,2024-08-02 21:28:48,AC67823924
6334,0,Manjunath Shetty,Lakshmi Kulkarni,2989808,2024-08-02 21:28:48,AC40464261
6335,0,Rekha Reddy,Rekha Nayak,1169569,2024-08-02 21:28:48,AC41294755
6336,0,Rekha Reddy,Suresh Desai,649695,2024-08-02 21:28:48,AC34482258
6337,0,Girish Rao,Prakash Kulkarni,3746399,2024-08-02 21:28:48,AC28513355
6338,0,Manjunath Shetty,Vinutha Murthy,4305581,2024-08-02 21:28:48,AC20116055
6339,0,Joseph Bhat,Basavaraj Bhat,2161632,2024-08-02 22:14:04,AC67987721
6340,0,Joseph Gowda,Deepak Nayak,3054984,2024-08-02 22:14:04,AC52599458
6341,0,Joseph Gowda,Lakshmi Bhat,3125793,2024-08-02 22:14:04,AC75104362
6342,0,Joseph Gowda,Kiran Iyengar,4999896,2024-08-02 22:14:04,AC46361663
6343,0,Fatima Desai,Deepak Desai,2161679,2024-08-03 02:07:33,AC24850685
6344,0,Fatima Desai,Imran Patil,1260236,2024-08-03 02:07:33,AC81831915
6345,0,Fatima Desai,Kiran Bhat,1613655,2024-08-03 02:07:33,AC57533206
6346,0,Basavaraj Murthy,Lakshmi Reddy,1182249,2024-08-03 04:28:59,AC75656677
6347,0,Basavaraj Murthy,Fatima Murthy,3953137,2024-08-03 04:28:59,AC51417953
6348,0,Basavaraj Murthy,Ravi Iyengar,2541449,2024-08-03 04:28:59,AC24943866
6349,0,Fatima Gowda,Shivakumar Nayak,3642559,2024-08-03 05:38:53,AC90417608
6350,0,Fatima Gowda,Suresh Shetty,312601,2024-08-03 05:38:53,AC94792333
6351,0,Fatima Gowda,Ravi Hegde,3679250,2024-08-03 05:38:53,AC91885989
6352,0,Fatima Gowda,Chetan Patil,3152009,2024-08-03 05:38:53,AC86567128
6353,0,Ravi Murthy,Chetan Nayak,3786200,2024-08-03 05:38:53,AC54023763
6354,0,Fatima Gowda,Imran Nayak,2806605,2024-08-03 05:38:53,AC24710593
6355,0,Deepak Reddy,Ashwini Hegde,4085684,2024-08-03 11:13:43,AC20274432
6356,0,Lakshmi Nayak,Joseph Kulkarni,2078596,2024-08-03 11:13:43,AC90388239
6357,0,Lakshmi Nayak,Kiran Hegde,1094595,2024-08-03 11:13:43,AC24054196
6358,0,Deepak Reddy,Anitha Reddy,728918,2024-08-03 11:13:43,AC69678262
6359,0,Lakshmi Nayak,Imran Rao,318838,2024-08-03 11:13:43,AC39978693
6360,0,Lakshmi Hegde,Yashwanth Reddy,3654950,2024-08-03 13:56:51,AC13029290
6361,0,Lakshmi Hegde,Fatima Hegde,4121918,2024-08-03 13:56:51,AC63573950
6362,0,Lakshmi Hegde,Chetan Nayak,979297,2024-08-03 13:56:51,AC34523058
6363,0,Lakshmi Hegde,Suresh Kulkarni,1587248,2024-08-03 13:56:51,AC70519299
6364,0,Rekha Desai,Mary Hegde,2854474,2024-08-03 14:50:16,AC87304978
6365,0,Kiran Hegde,Anitha Iyengar,1510805,2024-08-03 14:50:16,AC19856030
6366,0,Rekha Desai,Deepak Bhat,3175716,2024-08-03 14:50:16,AC19243882
6367,0,Kiran Hegde,Nagaraj Rao,456866,2024-08-03 14:50:16,AC36090115
6368,0,Fatima Bhat,Manjunath Kulkarni,4400401,2024-08-03 18:39:48,AC89368141
6369,0,Fatima Bhat,Manjunath Reddy,3285628,2024-08-03 18:39:48,AC92999782
6370,0,Yashwanth Kulkarni,Chetan Naik,2528954,2024-08-03 18:39:48,AC39655631
6371,0,Fatima Bhat,Imran Murthy,4407521,2024-08-03 18:39:48,AC39645508
6372,0,Fatima Bhat,Basavaraj Reddy,4152148,2024-08-03 18:39:48,AC52953472
6373,0,Ashwini Desai,Imran Kumar,3780612,2024-08-04 01:29:23,AC34988508
6374,0,Suresh Murthy,Kiran Reddy,1022637,2024-08-04 01:29:23,AC84482320
6375,0,Bhavana Rao,Prakash Desai,2793961,2024-08-04 03:23:10,AC79527159
6376,0,Bhavana Rao,Mary Gowda,1449456,2024-08-04 03:23:10,AC35050001
6377,0,Mary Naik,Bhavana Patil,3828143,2024-08-04 03:23:10,AC74498048
6378,0,Vinutha Kumar,Manjunath Reddy,1785101,2024-08-04 08:14:06,AC21234452
6379,0,Vinutha Kumar,Ravi Rao,3058090,2024-08-04 08:14:06,AC43167282
6380,0,Anitha Naik,Deepak Kulkarni,2331101,2024-08-04 08:14:06,AC97241851
6381,0,Yashwanth Kulkarni,Fatima Bhat,4184276,2024-08-04 09:48:16,AC79301705
6382,0,Prakash Iyengar,Girish Iyengar,2351163,2024-08-04 09:48:16,AC54812626
6383,0,Prakash Desai,Prakash Bhat,4792208,2024-08-04 15:01:48,AC89862830
6384,0,Prakash Desai,Pooja Kumar,4798982,2024-08-04 15:01:48,AC19493032
6385,0,Manjunath Murthy,Kiran Rao,3564810,2024-08-04 19:38:15,AC10133968
6386,0,Manjunath Murthy,Fatima Patil,4600113,2024-08-04 19:38:15,AC51096220
6387,0,Manjunath Murthy,Imran Nayak,4432217,2024-08-04 19:38:15,AC26790322
6388,0,Mary Desai,Basavaraj Patil,717355,2024-08-04 19:59:43,AC39462367
6389,0,Mary Desai,Nagaraj Kulkarni,3390656,2024-08-04 19:59:43,AC41725507
6390,0,Mary Desai,Anitha Naik,3999443,2024-08-04 19:59:43,AC34519722
6391,0,Mary Desai,Nagaraj Iyengar,3406190,2024-08-04 19:59:43,AC91310641
6392,0,Mary Desai,Yashwanth Rao,1326401,2024-08-04 19:59:43,AC77165580
6393,0,Bhavana Nayak,Pooja Kulkarni,4929730,2024-08-04 20:03:10,AC58898444
6394,0,Deepak Prasad,Fatima Kulkarni,790385,2024-08-04 20:03:10,AC64964034
6395,0,Bhavana Nayak,Shivakumar Bhat,3524195,2024-08-04 20:03:10,AC70515836
6396,0,Anitha Desai,Deepak Rao,1154476,2024-08-04 21:50:51,AC75587514
6397,0,Anitha Desai,Bhavana Nayak,3419514,2024-08-04 21:50:51,AC93141907
6398,0,Manjunath Naik,Girish Desai,3642425,2024-08-05 09:29:50,AC22089166
6399,0,Manjunath Naik,Girish Nayak,2704997,2024-08-05 09:29:50,AC38680794
6400,0,Lakshmi Nayak,Mary Desai,4471373,2024-08-05 09:29:50,AC30453905
6401,0,Lakshmi Nayak,Prakash Gowda,3627224,2024-08-05 09:29:50,AC62299552
6402,0,Lakshmi Nayak,Kiran Desai,3387473,2024-08-05 09:29:50,AC52402802
6403,0,Bhavana Reddy,Anitha Kumar,4056765,2024-08-05 12:24:15,AC29381920
6404,0,Bhavana Reddy,Manjunath Nayak,3967215,2024-08-05 12:24:15,AC63213986
6405,0,Bhavana Reddy,Suresh Hegde,4951106,2024-08-05 12:24:15,AC63160000
6406,0,Bhavana Reddy,Basavaraj Bhat,309599,2024-08-05 12:24:15,AC62181820
6407,0,Bhavana Reddy,Chetan Iyengar,1856055,2024-08-05 12:24:15,AC49661556
6408,0,Imran Naik,Girish Desai,1578382,2024-08-06 01:52:55,AC51424586
6409,0,Joseph Hegde,Imran Murthy,2785495,2024-08-06 01:52:55,AC45142025
6410,0,Imran Hegde,Girish Gowda,1259077,2024-08-06 11:55:45,AC89654682
6411,0,Imran Hegde,Deepak Desai,1086695,2024-08-06 11:55:45,AC53022528
6412,0,Pooja Patil,Ashwini Prasad,2704375,2024-08-06 11:55:45,AC27703589
6413,0,Imran Hegde,Yashwanth Gowda,1669495,2024-08-06 11:55:45,AC66007307
6414,0,Bhavana Nayak,Basavaraj Gowda,4650234,2024-08-06 12:55:12,AC76322582
6415,0,Bhavana Nayak,Prakash Nayak,2827925,2024-08-06 12:55:12,AC83720230
6416,0,Bhavana Nayak,Manjunath Bhat,2829837,2024-08-06 12:55:12,AC90501232
6417,0,Bhavana Nayak,Ravi Kulkarni,2293213,2024-08-06 12:55:12,AC25240788
6418,0,Chetan Rao,Bhavana Shetty,2402219,2024-08-06 14:09:11,AC37298424
6419,0,Ashwini Desai,Prakash Prasad,2583174,2024-08-06 14:09:11,AC44916310
6420,0,Mary Murthy,Chetan Nayak,860386,2024-08-06 16:43:43,AC72702247
6421,0,Mary Murthy,Pooja Nayak,4675304,2024-08-06 16:43:43,AC96264405
6422,0,Suresh Reddy,Fatima Reddy,2391491,2024-08-06 16:43:43,AC26604563
6423,0,Suresh Reddy,Vinutha Kulkarni,1309635,2024-08-06 16:43:43,AC62204840
6424,0,Suresh Reddy,Nagaraj Desai,3498263,2024-08-06 16:43:43,AC95333925
6425,0,Girish Iyengar,Bhavana Bhat,2283968,2024-08-06 17:37:41,AC57893604
6426,0,Rekha Desai,Girish Rao,4018993,2024-08-06 17:37:41,AC20539300
6427,0,Anitha Murthy,Chetan Kumar,3486397,2024-08-06 17:49:09,AC68114263
6428,0,Anitha Murthy,Suresh Desai,4835324,2024-08-06 17:49:09,AC62002242
6429,0,Anitha Murthy,Vinutha Patil,2777339,2024-08-06 17:49:09,AC61419892
6430,0,Bhavana Bhat,Pooja Iyengar,2726715,2024-08-07 00:30:34,AC73854479
6431,0,Prakash Rao,Deepak Shetty,18022,2024-08-07 00:30:34,AC82951958
6432,0,Bhavana Bhat,Deepak Reddy,4973750,2024-08-07 00:30:34,AC60821177
6433,0,Chetan Kumar,Basavaraj Bhat,2985214,2024-08-07 00:30:34,AC52576762
6434,0,Bhavana Bhat,Yashwanth Rao,998337,2024-08-07 00:30:34,AC20763419
6435,0,Lakshmi Murthy,Suresh Nayak,1922145,2024-08-07 04:27:57,AC49752866
6436,0,Lakshmi Patil,Nagaraj Kumar,2695088,2024-08-07 04:27:57,AC57919875
6437,0,Lakshmi Patil,Mary Prasad,1478615,2024-08-07 04:27:57,AC27278942
6438,0,Lakshmi Patil,Lakshmi Bhat,1722299,2024-08-07 04:27:57,AC90965937
6439,0,Shivakumar Iyengar,Basavaraj Kulkarni,4374497,2024-08-07 07:56:31,AC73517854
6440,0,Shivakumar Iyengar,Bhavana Iyengar,4059713,2024-08-07 07:56:31,AC62596864
6441,0,Shivakumar Iyengar,Girish Rao,2316809,2024-08-07 07:56:31,AC40626081
6442,0,Pooja Iyengar,Girish Kumar,3853462,2024-08-07 12:59:25,AC84688449
6443,0,Suresh Rao,Kiran Gowda,3925843,2024-08-07 12:59:25,AC96201554
6444,0,Pooja Iyengar,Joseph Reddy,2945803,2024-08-07 12:59:25,AC35211202
6445,0,Suresh Rao,Imran Shetty,2805391,2024-08-07 12:59:25,AC70364778
6446,0,Pooja Iyengar,Vinutha Gowda,1604168,2024-08-07 12:59:25,AC31193419
6447,0,Bhavana Bhat,Girish Nayak,2974099,2024-08-07 15:50:06,AC64945074
6448,0,Bhavana Bhat,Imran Hegde,4263097,2024-08-07 15:50:06,AC10429734
6449,0,Bhavana Bhat,Nagaraj Naik,4122462,2024-08-07 15:50:06,AC80958472
6450,0,Bhavana Bhat,Chetan Naik,2489918,2024-08-07 15:50:06,AC12663016
6451,0,Bhavana Bhat,Yashwanth Hegde,1632633,2024-08-07 15:50:06,AC93903300
6452,0,Bhavana Bhat,Yashwanth Nayak,4602482,2024-08-07 15:50:06,AC86792480
6453,0,Fatima Shetty,Fatima Kumar,4294608,2024-08-07 20:44:24,AC56379948
6454,0,Fatima Shetty,Ravi Kumar,2636875,2024-08-07 20:44:24,AC59148681
6455,0,Fatima Shetty,Bhavana Kulkarni,2276587,2024-08-07 20:44:24,AC12968760
6456,0,Fatima Shetty,Nagaraj Murthy,3230627,2024-08-07 20:44:24,AC54532742
6457,0,Fatima Shetty,Mary Kulkarni,3653305,2024-08-07 20:44:24,AC11223909
6458,0,Shivakumar Kulkarni,Chetan Hegde,2409545,2024-08-07 21:18:25,AC53249698
6459,0,Shivakumar Kulkarni,Prakash Hegde,4076823,2024-08-07 21:18:25,AC30817154
6460,0,Nagaraj Naik,Mary Iyengar,303348,2024-08-07 21:18:25,AC55997259
6461,0,Manjunath Reddy,Vinutha Kumar,4927732,2024-08-08 06:26:21,AC67798864
6462,0,Manjunath Reddy,Vinutha Kumar,858546,2024-08-08 06:26:21,AC41432006
6463,0,Shivakumar Hegde,Lakshmi Rao,2198104,2024-08-08 06:26:21,AC35330212
6464,0,Shivakumar Hegde,Bhavana Kumar,2291768,2024-08-08 06:26:21,AC82572580
6465,0,Suresh Naik,Fatima Shetty,1745387,2024-08-08 06:26:21,AC89958941
6466,0,Ashwini Shetty,Deepak Nayak,2033451,2024-08-08 07:19:37,AC68724344
6467,0,Rekha Prasad,Prakash Shetty,2386043,2024-08-08 07:19:37,AC84666786
6468,0,Rekha Prasad,Bhavana Kumar,1705631,2024-08-08 07:19:37,AC53097247
6469,0,Rekha Prasad,Vinutha Patil,833900,2024-08-08 07:19:37,AC63215250
6470,0,Suresh Iyengar,Ravi Patil,2983959,2024-08-08 11:58:54,AC24106270
6471,0,Deepak Murthy,Imran Hegde,4248537,2024-08-08 11:58:54,AC96749002
6472,0,Vinutha Patil,Joseph Reddy,3562912,2024-08-08 14:12:11,AC49597047
6473,0,Vinutha Patil,Rekha Patil,1802595,2024-08-08 14:12:11,AC79318870
6474,0,Vinutha Patil,Deepak Rao,3426336,2024-08-08 14:12:11,AC99840909
6475,0,Vinutha Patil,Rekha Rao,4137319,2024-08-08 14:12:11,AC91708983
6476,0,Pooja Hegde,Mary Kumar,1658377,2024-08-08 16:48:23,AC87001236
6477,0,Pooja Hegde,Lakshmi Naik,4849638,2024-08-08 16:48:23,AC76261182
6478,0,Pooja Hegde,Nagaraj Patil,4190425,2024-08-08 16:48:23,AC73873621
6479,0,Pooja Hegde,Ravi Patil,3003864,2024-08-08 16:48:23,AC45775193
6480,0,Yashwanth Rao,Bhavana Gowda,3159286,2024-08-08 20:39:19,AC85522804
6481,0,Ashwini Desai,Lakshmi Naik,2140393,2024-08-08 20:39:19,AC95874013
6482,0,Fatima Nayak,Pooja Reddy,2928766,2024-08-08 20:39:19,AC86101322
6483,0,Fatima Nayak,Vinutha Reddy,2218724,2024-08-08 20:39:19,AC76271511
