LinkID,AccusedA,AccusedB,SharedCases,RingID
13518,Fatima Gowda,Joseph Iyengar,3,1
13522,Chetan Desai,Fatima Gowda,3,1
13523,Chetan Desai,Mary Patil,3,0
13525,Ashwini Desai,Bhavana Nayak,3,2
13528,Ashwini Desai,Girish Nayak,3,0
13544,Imran Murthy,Manjunath Nayak,3,5
13549,Ravi Shetty,Rekha Iyengar,3,4
13560,Prakash Iyengar,Yashwanth Kulkarni,3,5
13563,Anitha Kumar,Prakash Hegde,3,0
13566,Pooja Patil,Rekha Shetty,3,3
13568,Pooja Bhat,Shivakumar Rao,3,5
13570,Anitha Desai,Vinutha Reddy,3,0
13574,Rekha Patil,Vinutha Naik,3,0
13575,Rekha Patil,Shivakumar Gowda,3,3
13579,Shivakumar Desai,Vinutha Shetty,3,4
13580,Ravi Murthy,Rekha Bhat,3,0
13586,Manjunath Kumar,Vinutha Patil,3,3
13589,Suresh Shetty,Vinutha Desai,3,0
13590,Manjunath Hegde,Shivakumar Iyengar,3,0
13599,Basavaraj Hegde,Suresh Patil,3,0
13600,Basavaraj Desai,Rekha Iyengar,3,4
13608,Prakash Kulkarni,Yashwanth Kulkarni,3,7
13609,Joseph Hegde,Prakash Kulkarni,3,7
13614,Joseph Naik,Yashwanth Kulkarni,3,5
13615,Joseph Hegde,Pooja Kulkarni,3,7
13620,Prakash Kulkarni,Vinutha Gowda,3,7
13643,Basavaraj Murthy,Joseph Murthy,3,0
13652,Anitha Reddy,Chetan Gowda,3,0
13657,Chetan Prasad,Fatima Shetty,3,6
13660,Suresh Murthy,Yashwanth Gowda,3,0
13661,Anitha Desai,Kiran Naik,3,0
13663,Joseph Bhat,Mary Iyengar,3,0
13664,Joseph Bhat,Ravi Prasad,3,0
13665,Manjunath Rao,Prakash Patil,3,0
13667,Bhavana Shetty,Kiran Prasad,3,0
13668,Fatima Gowda,Vinutha Gowda,3,1
13669,Kiran Kumar,Ravi Iyengar,3,0
13672,Bhavana Rao,Lakshmi Murthy,3,0
13676,Nagaraj Prasad,Yashwanth Kulkarni,3,0
13685,Kiran Patil,Prakash Reddy,3,0
13686,Kiran Patil,Ravi Kumar,3,0
13689,Chetan Gowda,Joseph Kumar,3,2
13691,Kiran Kumar,Mary Desai,3,0
13692,Mary Desai,Suresh Desai,3,0
13705,Imran Nayak,Nagaraj Rao,3,0
13709,Imran Bhat,Yashwanth Prasad,3,0
13710,Imran Bhat,Pooja Nayak,3,0
13713,Deepak Prasad,Vinutha Patil,3,2
13715,Basavaraj Naik,Fatima Murthy,3,0
13716,Basavaraj Naik,Bhavana Murthy,3,0
13721,Girish Murthy,Lakshmi Murthy,3,0
13726,Imran Gowda,Yashwanth Desai,3,0
13728,Fatima Desai,Vinutha Kumar,3,0
13731,Deepak Naik,Deepak Shetty,3,0
13733,Deepak Naik,Yashwanth Bhat,3,3
13735,Bhavana Prasad,Yashwanth Nayak,3,3
13746,Anitha Shetty,Basavaraj Rao,3,0
13757,Ashwini Patil,Chetan Prasad,3,6
13772,Anitha Naik,Nagaraj Bhat,3,3
13774,Bhavana Gowda,Ravi Prasad,3,1
13778,Chetan Nayak,Suresh Nayak,3,0
13779,Mary Desai,Rekha Patil,3,0
13786,Joseph Prasad,Mary Kumar,3,0
13790,Imran Murthy,Mary Shetty,3,0
13794,Anitha Patil,Ravi Shetty,3,0
13799,Prakash Reddy,Ravi Hegde,3,0
13807,Lakshmi Hegde,Mary Prasad,3,1
13813,Manjunath Rao,Suresh Kumar,3,0
13816,Nagaraj Prasad,Pooja Gowda,3,3
13819,Bhavana Naik,Nagaraj Nayak,3,3
13826,Shivakumar Gowda,Suresh Shetty,3,3
13827,Imran Nayak,Nagaraj Iyengar,3,0
13835,Basavaraj Gowda,Shivakumar Naik,3,5
13837,Chetan Kulkarni,Lakshmi Patil,3,0
13839,Imran Naik,Prakash Shetty,3,0
13840,Basavaraj Patil,Vinutha Kumar,3,2
13852,Prakash Rao,Ravi Patil,3,0
13860,Lakshmi Hegde,Yashwanth Patil,3,1
13861,Imran Iyengar,Yashwanth Hegde,3,0
13867,Yashwanth Kumar,Yashwanth Prasad,3,0
13878,Anitha Patil,Joseph Nayak,3,0
13880,Mary Desai,Shivakumar Prasad,3,0
13891,Ashwini Bhat,Imran Patil,3,0
13906,Girish Kulkarni,Prakash Naik,3,5
13908,Anitha Gowda,Vinutha Murthy,3,0
13910,Anitha Gowda,Ashwini Prasad,3,0
13911,Bhavana Shetty,Prakash Shetty,3,0
13915,Prakash Iyengar,Rekha Desai,3,5
13920,Fatima Hegde,Pooja Hegde,3,0
13922,Bhavana Nayak,Nagaraj Naik,3,2
13925,Anitha Rao,Ravi Hegde,3,4
13926,Chetan Rao,Shivakumar Gowda,3,3
13928,Rekha Bhat,Shivakumar Gowda,3,3
13931,Basavaraj Shetty,Rekha Bhat,3,0
13934,Deepak Prasad,Rekha Hegde,3,0
13936,Lakshmi Reddy,Pooja Kumar,3,8
13941,Pooja Hegde,Yashwanth Murthy,3,6
13945,Anitha Shetty,Imran Gowda,3,0
13946,Imran Gowda,Mary Shetty,3,0
13951,Girish Rao,Lakshmi Kulkarni,3,0
13957,Ravi Naik,Rekha Bhat,3,7
13960,Manjunath Kulkarni,Yashwanth Desai,3,0
13961,Manjunath Desai,Manjunath Kulkarni,3,8
13962,Manjunath Desai,Yashwanth Desai,3,8
13965,Ashwini Desai,Ravi Shetty,3,0
13976,Nagaraj Kumar,Prakash Rao,3,0
13980,Deepak Desai,Manjunath Iyengar,3,0
13987,Mary Naik,Ravi Shetty,3,7
13989,Ashwini Naik,Kiran Prasad,3,5
13999,Ravi Reddy,Yashwanth Murthy,3,1
14008,Rekha Murthy,Rekha Nayak,3,7
14009,Nagaraj Gowda,Rekha Nayak,3,8
14014,Lakshmi Patil,Mary Desai,3,0
14042,Kiran Hegde,Prakash Rao,3,3
14043,Kiran Hegde,Shivakumar Patil,3,3
14045,Shivakumar Patil,Vinutha Patil,3,2
14047,Prakash Rao,Rekha Gowda,3,0
14048,Rekha Gowda,Shivakumar Patil,3,0
14055,Fatima Bhat,Girish Murthy,3,0
14056,Basavaraj Hegde,Manjunath Kumar,3,3
14074,Pooja Hegde,Rekha Rao,3,0
14076,Imran Prasad,Prakash Kulkarni,3,7
14094,Kiran Kumar,Nagaraj Kulkarni,3,4
14104,Chetan Kulkarni,Yashwanth Rao,3,0
14105,Anitha Nayak,Chetan Gowda,3,0
14116,Chetan Prasad,Prakash Shetty,3,6
14145,Anitha Desai,Bhavana Shetty,3,0
14146,Anitha Desai,Deepak Prasad,3,0
14151,Kiran Kumar,Nagaraj Iyengar,3,0
14178,Joseph Prasad,Mary Naik,3,7
14182,Fatima Murthy,Mary Murthy,3,8
14186,Anitha Reddy,Imran Shetty,3,0
14190,Chetan Iyengar,Pooja Kumar,3,8
14197,Yashwanth Naik,Yashwanth Patil,3,0
14201,Manjunath Prasad,Mary Patil,3,0
14202,Mary Patil,Yashwanth Naik,3,0
14210,Deepak Shetty,Suresh Nayak,3,0
14212,Deepak Shetty,Shivakumar Naik,3,5
14216,Kiran Murthy,Pooja Murthy,3,8
14220,Mary Murthy,Suresh Reddy,3,8
14222,Deepak Kumar,Pooja Kumar,3,8
14235,Bhavana Gowda,Girish Nayak,3,1
14239,Lakshmi Murthy,Lakshmi Patil,3,0
14245,Manjunath Gowda,Pooja Prasad,3,0
14250,Pooja Bhat,Ravi Reddy,3,5
14251,Kiran Iyengar,Pooja Bhat,3,5
14252,Imran Nayak,Pooja Bhat,3,5
14255,Imran Nayak,Kiran Iyengar,3,0
14256,Chetan Kulkarni,Lakshmi Rao,3,7
14263,Basavaraj Hegde,Fatima Shetty,3,7
14267,Fatima Nayak,Suresh Rao,3,0
14278,Basavaraj Desai,Girish Rao,3,0
14283,Basavaraj Desai,Fatima Iyengar,3,1
14313,Prakash Reddy,Vinutha Prasad,3,0
14316,Deepak Desai,Prakash Reddy,3,0
14327,Girish Reddy,Manjunath Rao,3,0
14333,Ashwini Kumar,Ashwini Naik,3,5
14341,Imran Patil,Manjunath Reddy,3,0
14358,Bhavana Rao,Girish Rao,3,0
14382,Deepak Bhat,Joseph Shetty,3,4
14394,Lakshmi Patil,Yashwanth Gowda,3,0
14399,Fatima Kulkarni,Nagaraj Iyengar,3,3
14412,Lakshmi Murthy,Nagaraj Prasad,3,0
14443,Shivakumar Bhat,Vinutha Kulkarni,3,0
14447,Mary Nayak,Vinutha Murthy,3,0
14449,Joseph Kulkarni,Joseph Reddy,3,2
14452,Deepak Naik,Nagaraj Prasad,3,0
14454,Ashwini Kulkarni,Rekha Murthy,3,7
14457,Nagaraj Prasad,Rekha Murthy,3,7
14464,Lakshmi Iyengar,Ravi Rao,3,0
14466,Fatima Kulkarni,Kiran Patil,3,3
14473,Bhavana Iyengar,Manjunath Desai,3,8
14476,Rekha Desai,Vinutha Gowda,3,0
14478,Basavaraj Patil,Lakshmi Iyengar,3,2
14484,Bhavana Kulkarni,Pooja Prasad,3,0
14488,Chetan Shetty,Suresh Murthy,3,0
14490,Nagaraj Iyengar,Yashwanth Hegde,3,0
14520,Kiran Kumar,Yashwanth Prasad,3,0
14532,Kiran Murthy,Rekha Reddy,3,8
14538,Nagaraj Bhat,Ravi Bhat,3,3
14540,Deepak Reddy,Shivakumar Rao,3,0
14541,Fatima Kumar,Shivakumar Bhat,3,0
14565,Fatima Gowda,Manjunath Kulkarni,3,1
14566,Manjunath Kulkarni,Pooja Iyengar,3,5
14573,Deepak Bhat,Yashwanth Kulkarni,3,0
14578,Deepak Naik,Manjunath Gowda,3,0
14586,Fatima Nayak,Nagaraj Gowda,3,0
14593,Mary Desai,Prakash Murthy,3,0
14594,Kiran Bhat,Mary Desai,3,0
14598,Joseph Kumar,Prakash Hegde,3,2
14599,Joseph Kumar,Shivakumar Reddy,3,2
14603,Nagaraj Rao,Shivakumar Reddy,3,0
14606,Nagaraj Patil,Prakash Gowda,3,2
14607,Anitha Hegde,Yashwanth Prasad,3,0
14614,Vinutha Hegde,Vinutha Prasad,3,0
14630,Chetan Shetty,Yashwanth Patil,3,0
14631,Ashwini Reddy,Girish Patil,3,0
14638,Lakshmi Prasad,Manjunath Gowda,3,0
14639,Bhavana Gowda,Fatima Gowda,3,1
14649,Basavaraj Bhat,Ravi Hegde,3,2
14670,Kiran Bhat,Yashwanth Shetty,3,0
14675,Pooja Reddy,Shivakumar Shetty,3,8
14676,Chetan Kulkarni,Prakash Kumar,3,0
14682,Pooja Bhat,Yashwanth Bhat,3,5
14683,Lakshmi Shetty,Yashwanth Rao,3,0
14684,Vinutha Gowda,Yashwanth Rao,3,0
14688,Imran Kulkarni,Shivakumar Prasad,3,0
14691,Imran Patil,Lakshmi Prasad,3,0
14698,Bhavana Gowda,Deepak Reddy,3,1
14700,Chetan Prasad,Lakshmi Nayak,3,6
14702,Joseph Murthy,Pooja Kumar,3,8
14709,Deepak Kumar,Rekha Murthy,3,7
14724,Chetan Bhat,Imran Reddy,3,0
14733,Girish Shetty,Yashwanth Rao,3,0
14734,Manjunath Patil,Yashwanth Prasad,3,0
14736,Manjunath Murthy,Manjunath Rao,3,0
14746,Kiran Rao,Yashwanth Gowda,3,0
14749,Mary Naik,Yashwanth Kumar,3,7
14753,Pooja Reddy,Shivakumar Nayak,3,0
14763,Basavaraj Iyengar,Pooja Naik,3,3
14765,Mary Bhat,Vinutha Desai,3,0
14766,Ashwini Prasad,Lakshmi Murthy,3,0
14767,Girish Kulkarni,Lakshmi Hegde,3,5
14772,Girish Rao,Suresh Murthy,3,0
14776,Nagaraj Shetty,Pooja Shetty,3,6
14780,Girish Gowda,Joseph Iyengar,3,6
14782,Anitha Reddy,Ashwini Rao,3,0
14789,Basavaraj Hegde,Lakshmi Murthy,3,0
14794,Fatima Shetty,Rekha Rao,3,7
14799,Deepak Patil,Ravi Patil,3,2
14809,Ashwini Kulkarni,Fatima Desai,3,0
14816,Bhavana Rao,Chetan Shetty,3,0
14823,Fatima Iyengar,Rekha Murthy,3,1
14828,Joseph Patil,Suresh Kulkarni,3,3
14833,Basavaraj Iyengar,Chetan Bhat,3,3
14835,Kiran Hegde,Pooja Shetty,3,3
14837,Imran Nayak,Lakshmi Murthy,3,0
14847,Chetan Kumar,Kiran Patil,3,0
14859,Imran Nayak,Joseph Prasad,3,0
14863,Manjunath Reddy,Shivakumar Patil,3,0
14864,Girish Patil,Rekha Kumar,3,0
14871,Bhavana Nayak,Pooja Kumar,3,2
14872,Bhavana Nayak,Manjunath Bhat,3,2
14876,Basavaraj Murthy,Shivakumar Prasad,3,0
14883,Lakshmi Desai,Suresh Rao,3,0
14890,Lakshmi Nayak,Vinutha Rao,3,1
14892,Bhavana Murthy,Mary Murthy,3,8
14897,Bhavana Hegde,Joseph Kulkarni,3,0
14903,Joseph Kumar,Suresh Prasad,3,2
14909,Joseph Naik,Lakshmi Desai,3,5
14912,Manjunath Hegde,Mary Desai,3,0
14913,Rekha Kumar,Shivakumar Bhat,3,0
14917,Joseph Gowda,Mary Shetty,3,0
14920,Fatima Iyengar,Rekha Iyengar,3,1
14924,Mary Iyengar,Prakash Prasad,3,0
14930,Basavaraj Shetty,Lakshmi Desai,3,0
14931,Kiran Patil,Pooja Kulkarni,3,0
14938,Ashwini Patil,Lakshmi Kulkarni,3,0
14939,Anitha Reddy,Suresh Nayak,3,0
14940,Basavaraj Nayak,Chetan Gowda,3,0
14944,Prakash Gowda,Suresh Rao,3,0
14947,Fatima Gowda,Manjunath Patil,3,1
14950,Girish Shetty,Manjunath Patil,3,0
14961,Girish Kulkarni,Kiran Gowda,3,5
14967,Girish Gowda,Lakshmi Hegde,3,6
14972,Ashwini Kumar,Rekha Bhat,3,0
14988,Ravi Reddy,Vinutha Kulkarni,3,1
14991,Girish Gowda,Shivakumar Reddy,3,6
14994,Fatima Bhat,Joseph Prasad,3,0
14995,Bhavana Reddy,Deepak Shetty,3,0
15000,Girish Murthy,Manjunath Kulkarni,3,0
15007,Kiran Patil,Vinutha Desai,3,0
15008,Deepak Kumar,Ravi Gowda,3,3
15012,Bhavana Gowda,Shivakumar Iyengar,3,1
15015,Chetan Kulkarni,Girish Kulkarni,3,5
15020,Basavaraj Naik,Lakshmi Hegde,3,1
15029,Deepak Kumar,Mary Nayak,3,0
15038,Ravi Kulkarni,Shivakumar Naik,3,5
15043,Anitha Nayak,Kiran Nayak,3,0
15047,Imran Murthy,Rekha Rao,3,0
15052,Nagaraj Bhat,Prakash Gowda,3,3
15053,Anitha Naik,Prakash Gowda,3,0
15058,Nagaraj Bhat,Vinutha Naik,3,3
15062,Shivakumar Kumar,Vinutha Bhat,3,0
15065,Kiran Hegde,Prakash Naik,3,3
15069,Chetan Bhat,Deepak Naik,3,0
15071,Deepak Naik,Girish Rao,3,0
15074,Basavaraj Reddy,Lakshmi Iyengar,3,0
15077,Bhavana Gowda,Vinutha Kulkarni,3,1
15081,Bhavana Shetty,Girish Patil,3,0
15085,Lakshmi Kulkarni,Pooja Hegde,3,0
15093,Imran Gowda,Mary Desai,3,0
15094,Anitha Reddy,Yashwanth Bhat,3,3
15103,Prakash Prasad,Rekha Reddy,3,0
15108,Deepak Prasad,Mary Rao,3,0
15132,Ravi Gowda,Shivakumar Iyengar,3,3
15143,Basavaraj Patil,Deepak Murthy,3,2
15146,Ashwini Desai,Ashwini Kulkarni,3,0
15152,Ravi Shetty,Shivakumar Nayak,3,0
15169,Bhavana Naik,Chetan Kulkarni,3,3
15172,Bhavana Nayak,Shivakumar Patil,3,2
15175,Girish Patil,Ravi Gowda,3,3
15185,Basavaraj Shetty,Mary Iyengar,3,0
15187,Imran Nayak,Shivakumar Naik,3,5
15193,Rekha Bhat,Rekha Reddy,3,0
15195,Anitha Murthy,Rekha Bhat,3,0
15197,Anitha Murthy,Mary Patil,3,0
15201,Imran Naik,Joseph Reddy,3,2
15205,Bhavana Patil,Prakash Prasad,3,0
15206,Deepak Desai,Prakash Patil,3,0
15211,Lakshmi Bhat,Lakshmi Iyengar,3,0
15221,Anitha Murthy,Joseph Murthy,3,0
15224,Ravi Hegde,Shivakumar Shetty,3,8
15237,Deepak Rao,Kiran Desai,3,7
15241,Deepak Rao,Lakshmi Patil,3,7
15245,Joseph Hegde,Mary Murthy,3,7
15256,Fatima Kumar,Joseph Kumar,3,2
15257,Anitha Reddy,Joseph Kumar,3,2
15265,Ashwini Hegde,Prakash Patil,3,0
15269,Rekha Rao,Yashwanth Naik,3,0
15278,Yashwanth Gowda,Yashwanth Reddy,3,5
15279,Chetan Shetty,Pooja Hegde,3,0
15282,Prakash Shetty,Yashwanth Hegde,3,0
15285,Joseph Iyengar,Rekha Gowda,3,6
15288,Kiran Bhat,Manjunath Rao,3,0
15290,Deepak Murthy,Mary Kulkarni,3,0
15292,Bhavana Naik,Deepak Kumar,3,3
15293,Lakshmi Iyengar,Rekha Gowda,3,0
15295,Mary Shetty,Rekha Gowda,3,0
15298,Shivakumar Murthy,Vinutha Prasad,3,0
15300,Fatima Prasad,Manjunath Kulkarni,3,0
15311,Manjunath Kulkarni,Prakash Bhat,3,0
15313,Kiran Hegde,Suresh Shetty,3,3
15318,Deepak Kumar,Rekha Rao,3,0
15320,Bhavana Prasad,Kiran Bhat,3,3
15324,Chetan Kulkarni,Manjunath Naik,3,0
15341,Deepak Gowda,Lakshmi Rao,3,7
15345,Lakshmi Rao,Mary Nayak,3,7
15358,Anitha Desai,Shivakumar Bhat,3,0
15360,Basavaraj Patil,Shivakumar Rao,3,2
15361,Fatima Iyengar,Fatima Shetty,3,1
15362,Fatima Shetty,Shivakumar Hegde,3,7
15378,Ashwini Desai,Joseph Prasad,3,0
15379,Joseph Prasad,Manjunath Iyengar,3,0
15380,Girish Murthy,Vinutha Kulkarni,3,0
15383,Girish Murthy,Mary Prasad,3,0
15384,Mary Prasad,Mary Shetty,3,0
15393,Chetan Murthy,Mary Desai,3,0
15397,Deepak Reddy,Yashwanth Hegde,3,0
15400,Ravi Naik,Yashwanth Nayak,3,7
15407,Basavaraj Murthy,Yashwanth Kulkarni,3,0
15408,Imran Nayak,Suresh Bhat,3,7
15412,Nagaraj Gowda,Nagaraj Hegde,3,0
15413,Deepak Nayak,Manjunath Kulkarni,3,0
15414,Fatima Gowda,Lakshmi Hegde,3,1
15416,Fatima Gowda,Fatima Iyengar,3,1
15425,Girish Reddy,Lakshmi Kumar,3,4
15431,Mary Reddy,Vinutha Gowda,3,5
15435,Deepak Patil,Manjunath Prasad,3,2
15442,Imran Iyengar,Lakshmi Desai,3,0
15454,Mary Bhat,Vinutha Gowda,3,0
15457,Anitha Prasad,Yashwanth Bhat,3,3
15470,Imran Rao,Yashwanth Kulkarni,3,8
15472,Girish Kumar,Yashwanth Kulkarni,3,0
15478,Ashwini Iyengar,Suresh Bhat,3,4
15487,Manjunath Iyengar,Vinutha Reddy,3,0
15490,Ashwini Iyengar,Shivakumar Naik,3,4
15495,Lakshmi Shetty,Mary Bhat,3,0
15502,Kiran Iyengar,Kiran Patil,3,0
15526,Basavaraj Kumar,Suresh Murthy,3,0
15527,Imran Murthy,Lakshmi Murthy,3,0
15532,Pooja Naik,Pooja Shetty,3,6
15546,Deepak Naik,Vinutha Reddy,3,0
15548,Anitha Gowda,Pooja Shetty,3,6
15565,Lakshmi Naik,Rekha Murthy,3,7
15570,Imran Reddy,Nagaraj Bhat,3,3
15571,Anitha Murthy,Manjunath Nayak,3,5
15579,Deepak Naik,Prakash Reddy,3,0
15590,Manjunath Gowda,Rekha Nayak,3,8
15598,Shivakumar Kulkarni,Yashwanth Bhat,3,3
15601,Anitha Reddy,Prakash Kulkarni,3,7
15604,Ashwini Desai,Prakash Rao,3,0
15607,Imran Rao,Rekha Gowda,3,8
15614,Ashwini Hegde,Manjunath Desai,3,8
15621,Girish Shetty,Yashwanth Prasad,3,0
15642,Manjunath Reddy,Yashwanth Hegde,3,0
15643,Anitha Reddy,Mary Desai,3,0
15646,Basavaraj Hegde,Girish Rao,3,0
15649,Girish Rao,Kiran Desai,3,0
15655,Fatima Patil,Girish Hegde,3,4
15657,Mary Gowda,Shivakumar Naik,3,5
15658,Mary Gowda,Pooja Gowda,3,3
15662,Kiran Naik,Lakshmi Shetty,3,0
15663,Kiran Hegde,Suresh Patil,3,3
15665,Lakshmi Shetty,Suresh Patil,3,0
15671,Lakshmi Iyengar,Prakash Reddy,3,0
15683,Fatima Nayak,Pooja Shetty,3,6
15684,Pooja Shetty,Rekha Murthy,3,6
15705,Kiran Iyengar,Vinutha Rao,3,0
15706,Manjunath Kumar,Yashwanth Rao,3,3
15707,Fatima Iyengar,Pooja Gowda,3,1
15711,Anitha Naik,Joseph Prasad,3,0
15714,Chetan Kulkarni,Mary Hegde,3,5
15716,Chetan Kulkarni,Nagaraj Nayak,3,0
15719,Bhavana Gowda,Yashwanth Desai,3,1
15745,Basavaraj Patil,Chetan Gowda,3,2
15749,Nagaraj Gowda,Prakash Reddy,3,0
15757,Girish Kulkarni,Pooja Prasad,3,5
15762,Kiran Rao,Nagaraj Patil,3,2
15769,Suresh Desai,Yashwanth Shetty,3,0
15771,Manjunath Desai,Yashwanth Prasad,3,8
15774,Manjunath Rao,Prakash Iyengar,3,5
15775,Bhavana Patil,Manjunath Rao,3,0
15784,Suresh Nayak,Vinutha Bhat,3,0
15798,Imran Bhat,Kiran Kumar,3,0
15804,Basavaraj Prasad,Pooja Shetty,3,6
15811,Ravi Kumar,Rekha Kulkarni,3,0
15823,Joseph Murthy,Rekha Reddy,3,0
15825,Chetan Iyengar,Shivakumar Rao,3,0
15832,Pooja Hegde,Rekha Iyengar,3,4
15836,Kiran Patil,Vinutha Patil,3,2
15841,Fatima Hegde,Pooja Nayak,3,0
15851,Anitha Bhat,Bhavana Nayak,3,7
15856,Chetan Kulkarni,Prakash Naik,3,2
15862,Rekha Murthy,Shivakumar Bhat,3,7
15870,Chetan Bhat,Fatima Gowda,3,1
15883,Anitha Rao,Vinutha Gowda,3,4
15885,Anitha Rao,Joseph Bhat,3,4
15891,Shivakumar Gowda,Yashwanth Rao,3,3
15895,Anitha Rao,Suresh Hegde,3,4
15898,Imran Iyengar,Prakash Shetty,3,0
15900,Chetan Desai,Yashwanth Rao,3,0
15913,Prakash Hegde,Shivakumar Shetty,3,8
15915,Rekha Murthy,Vinutha Kumar,3,7
15922,Girish Patil,Mary Iyengar,3,0
15924,Joseph Gowda,Yashwanth Naik,3,0
15930,Deepak Desai,Deepak Hegde,3,0
15936,Lakshmi Iyengar,Mary Murthy,3,8
15942,Deepak Rao,Suresh Patil,3,7
15944,Lakshmi Murthy,Vinutha Bhat,3,0
15950,Suresh Bhat,Vinutha Iyengar,3,7
15957,Anitha Gowda,Vinutha Kulkarni,3,0
15960,Rekha Kumar,Shivakumar Shetty,3,8
15979,Joseph Reddy,Prakash Murthy,3,2
15983,Basavaraj Hegde,Prakash Murthy,3,0
15984,Anitha Murthy,Basavaraj Hegde,3,0
15986,Manjunath Kulkarni,Nagaraj Desai,3,0
16008,Fatima Kumar,Rekha Nayak,3,8
16016,Bhavana Gowda,Shivakumar Shetty,3,1
16033,Prakash Iyengar,Ravi Shetty,3,5
16044,Anitha Desai,Fatima Patil,3,0
16067,Lakshmi Murthy,Manjunath Naik,3,0
16068,Manjunath Naik,Suresh Gowda,3,0
16072,Manjunath Rao,Suresh Gowda,3,0
16075,Rekha Desai,Shivakumar Rao,3,0
16076,Manjunath Hegde,Ravi Desai,3,0
16083,Chetan Desai,Mary Shetty,3,0
16085,Chetan Murthy,Ravi Gowda,3,3
16093,Imran Shetty,Suresh Rao,3,0
16105,Deepak Prasad,Ravi Reddy,3,1
16106,Deepak Prasad,Lakshmi Reddy,3,8
16110,Nagaraj Kulkarni,Pooja Murthy,3,4
16129,Ashwini Rao,Nagaraj Patil,3,2
16137,Deepak Reddy,Manjunath Reddy,3,0
16138,Deepak Reddy,Mary Murthy,3,8
16151,Shivakumar Murthy,Yashwanth Naik,3,0
16158,Mary Iyengar,Mary Reddy,3,5
16159,Nagaraj Hegde,Rekha Desai,3,0
16188,Rekha Desai,Yashwanth Iyengar,3,7
16192,Ashwini Desai,Suresh Iyengar,3,0
16198,Nagaraj Prasad,Vinutha Nayak,3,0
16207,Girish Patil,Kiran Desai,3,0
16219,Lakshmi Reddy,Mary Shetty,3,8
16221,Ashwini Kumar,Lakshmi Reddy,3,8
16231,Joseph Reddy,Lakshmi Murthy,3,2
16235,Nagaraj Bhat,Rekha Shetty,3,3
16241,Bhavana Rao,Suresh Kulkarni,3,0
16247,Chetan Murthy,Imran Kumar,3,0
16253,Nagaraj Desai,Suresh Naik,3,0
16259,Ravi Murthy,Suresh Murthy,3,0
16260,Anitha Iyengar,Mary Reddy,3,5
16263,Joseph Naik,Kiran Desai,3,5
16269,Basavaraj Naik,Shivakumar Nayak,3,0
16274,Chetan Kulkarni,Manjunath Rao,3,0
16275,Rekha Rao,Yashwanth Patil,3,0
16282,Anitha Murthy,Ashwini Kulkarni,3,0
16301,Anitha Shetty,Lakshmi Rao,3,7
16305,Anitha Shetty,Ashwini Prasad,3,0
16316,Anitha Shetty,Vinutha Rao,3,0
16317,Anitha Shetty,Yashwanth Bhat,3,3
16319,Mary Kulkarni,Yashwanth Murthy,3,6
16320,Chetan Kulkarni,Yashwanth Murthy,3,6
16328,Nagaraj Kumar,Pooja Kulkarni,3,0
16336,Bhavana Kulkarni,Joseph Iyengar,3,6
16339,Deepak Patil,Joseph Desai,3,2
16340,Anitha Desai,Imran Gowda,3,0
16356,Rekha Reddy,Yashwanth Rao,3,0
16358,Pooja Naik,Yashwanth Rao,3,0
16362,Prakash Gowda,Yashwanth Reddy,3,5
16377,Bhavana Gowda,Lakshmi Hegde,3,1
16378,Imran Prasad,Ravi Patil,3,0
16381,Bhavana Reddy,Prakash Gowda,3,0
16408,Bhavana Reddy,Pooja Murthy,3,0
16412,Basavaraj Reddy,Chetan Shetty,3,0
16413,Basavaraj Iyengar,Vinutha Murthy,3,3
16418,Deepak Gowda,Manjunath Iyengar,3,0
16433,Yashwanth Kumar,Yashwanth Patil,3,0
16434,Deepak Prasad,Kiran Bhat,3,0
16437,Basavaraj Naik,Bhavana Gowda,3,1
16439,Ashwini Iyengar,Deepak Reddy,3,4
16440,Basavaraj Naik,Girish Patil,3,0
16442,Ashwini Hegde,Manjunath Reddy,3,0
16453,Vinutha Hegde,Yashwanth Hegde,3,0
16455,Imran Gowda,Nagaraj Iyengar,3,0
16458,Manjunath Patil,Prakash Patil,3,0
16495,Anitha Reddy,Manjunath Shetty,3,4
16519,Anitha Kumar,Fatima Kulkarni,3,3
16523,Anitha Kumar,Prakash Patil,3,0
16527,Mary Kumar,Prakash Desai,3,0
16529,Suresh Naik,Suresh Rao,3,0
16530,Bhavana Nayak,Kiran Naik,3,2
16538,Lakshmi Patil,Prakash Reddy,3,0
16540,Fatima Patil,Mary Naik,3,7
16542,Shivakumar Gowda,Vinutha Nayak,3,3
16547,Manjunath Kumar,Yashwanth Bhat,3,3
16558,Joseph Reddy,Ravi Patil,3,2
16560,Nagaraj Hegde,Shivakumar Shetty,3,8
16566,Imran Reddy,Lakshmi Naik,3,0
16579,Ashwini Gowda,Mary Kulkarni,3,0
16582,Ashwini Iyengar,Deepak Rao,3,4
16585,Ashwini Nayak,Imran Reddy,3,0
16592,Anitha Patil,Prakash Bhat,3,0
16593,Deepak Iyengar,Suresh Reddy,3,3
16596,Deepak Shetty,Lakshmi Kulkarni,3,0
16601,Mary Murthy,Suresh Naik,3,8
16603,Manjunath Desai,Shivakumar Hegde,3,8
16611,Girish Kulkarni,Pooja Hegde,3,5
16616,Fatima Patil,Pooja Bhat,3,5
16617,Joseph Iyengar,Yashwanth Rao,3,6
16624,Chetan Kulkarni,Prakash Patil,3,0
