ComplainantID,CaseMasterID,ComplainantName,AgeYear,Gender,Occupation,Religion,Caste
8111,8111,Ravi Iyengar,66,M,Driver,Hindu,OBC
8113,8113,Imran Patil,32,F,Daily Wage,Other,Not Recorded
8115,8115,Ashwini Shetty,55,M,Business,Christian,Not Recorded
8117,8117,Ashwini Prasad,58,F,Farmer,Other,General
8119,8119,Rekha Gowda,27,F,Student,Jain,ST
8121,8121,Anitha Patil,53,M,Govt Employee,Hindu,SC
8123,8123,Ravi Desai,31,F,IT Professional,Other,ST
8125,8125,Deepak Shetty,56,M,Business,Muslim,General
8127,8127,Manjunath Naik,40,F,Student,Christian,OBC
8129,8129,Shivakumar Iyengar,23,M,Driver,Christian,General
8131,8131,Kiran Murthy,47,M,Business,Jain,SC
8133,8133,Nagaraj Murthy,26,M,Driver,Hindu,SC
8135,8135,Mary Patil,32,M,Business,Christian,Not Recorded
8137,8137,Anitha Hegde,40,M,Driver,Christian,Not Recorded
8139,8139,Bhavana Rao,25,M,Student,Christian,General
8141,8141,Suresh Nayak,25,F,Driver,Christian,OBC
8143,8143,Yashwanth Nayak,30,F,Unemployed,Other,General
8145,8145,Ashwini Desai,64,M,Business,Hindu,General
8147,8147,Kiran Patil,25,F,Business,Muslim,General
8149,8149,Suresh Bhat,63,F,Govt Employee,Jain,General
8151,8151,Basavaraj Iyengar,68,M,Unemployed,Muslim,Not Recorded
8153,8153,Mary Murthy,20,M,Daily Wage,Hindu,OBC
8155,8155,Lakshmi Hegde,37,M,Farmer,Hindu,Not Recorded
8157,8157,Vinutha Nayak,35,F,Business,Other,SC
8159,8159,Ravi Reddy,62,F,Farmer,Muslim,SC
8161,8161,Basavaraj Hegde,61,F,Driver,Christian,ST
8163,8163,Pooja Rao,57,M,Student,Hindu,ST
8165,8165,Bhavana Rao,61,M,Govt Employee,Christian,General
8167,8167,Lakshmi Prasad,66,M,Unemployed,Other,ST
8169,8169,Lakshmi Rao,58,F,Unemployed,Other,General
8171,8171,Rekha Rao,51,M,Student,Muslim,General
8173,8173,Lakshmi Iyengar,46,F,Daily Wage,Hindu,Not Recorded
8175,8175,Fatima Kulkarni,22,F,Daily Wage,Other,ST
8177,8177,Yashwanth Kulkarni,47,F,Farmer,Hindu,SC
8179,8179,Ravi Iyengar,70,M,IT Professional,Muslim,ST
8181,8181,Shivakumar Rao,46,F,Govt Employee,Christian,General
8183,8183,Prakash Nayak,70,M,Driver,Christian,ST
8185,8185,Shivakumar Hegde,70,M,Business,Muslim,ST
8187,8187,Deepak Iyengar,25,M,Unemployed,Muslim,General
8189,8189,Mary Murthy,67,M,IT Professional,Muslim,ST
8191,8191,Rekha Reddy,58,M,Driver,Hindu,Not Recorded
8193,8193,Mary Patil,27,M,Unemployed,Other,Not Recorded
8195,8195,Kiran Iyengar,70,F,Daily Wage,Other,OBC
8197,8197,Lakshmi Shetty,54,M,Unemployed,Hindu,OBC
8199,8199,Rekha Rao,25,M,Student,Christian,OBC
8201,8201,Chetan Shetty,43,F,Farmer,Jain,OBC
8203,8203,Girish Naik,63,F,Student,Muslim,Not Recorded
8205,8205,Prakash Rao,26,M,Business,Jain,OBC
8207,8207,Pooja Gowda,27,M,Unemployed,Muslim,ST
8209,8209,Manjunath Gowda,25,F,Daily Wage,Muslim,Not Recorded
8211,8211,Basavaraj Iyengar,64,M,Driver,Other,ST
8213,8213,Nagaraj Bhat,64,M,Driver,Other,ST
8215,8215,Shivakumar Rao,32,F,Driver,Other,ST
8217,8217,Chetan Naik,38,F,Driver,Other,General
8219,8219,Nagaraj Kumar,62,M,Govt Employee,Hindu,SC
8221,8221,Pooja Bhat,41,M,IT Professional,Jain,OBC
8223,8223,Suresh Bhat,65,M,Student,Hindu,General
8225,8225,Prakash Gowda,20,F,Student,Other,Not Recorded
8227,8227,Shivakumar Reddy,48,M,Farmer,Christian,ST
8229,8229,Girish Bhat,21,F,Driver,Jain,Not Recorded
8231,8231,Bhavana Prasad,53,M,Driver,Hindu,Not Recorded
8233,8233,Nagaraj Bhat,53,M,Govt Employee,Christian,ST
8235,8235,Deepak Naik,45,M,Govt Employee,Other,SC
8237,8237,Rekha Patil,33,F,Govt Employee,Jain,OBC
8239,8239,Ashwini Reddy,60,M,Daily Wage,Other,Not Recorded
8241,8241,Lakshmi Bhat,70,M,Student,Jain,Not Recorded
8243,8243,Pooja Gowda,21,M,Unemployed,Other,General
8245,8245,Girish Shetty,63,M,Farmer,Christian,OBC
8247,8247,Deepak Patil,67,M,Farmer,Muslim,Not Recorded
8249,8249,Bhavana Murthy,25,F,Govt Employee,Christian,ST
8251,8251,Suresh Nayak,62,M,Daily Wage,Hindu,ST
8253,8253,Suresh Nayak,52,M,Business,Hindu,OBC
8255,8255,Bhavana Kumar,60,M,Student,Jain,Not Recorded
8257,8257,Basavaraj Desai,23,M,Driver,Jain,ST
8259,8259,Deepak Desai,35,M,Daily Wage,Christian,SC
8261,8261,Shivakumar Gowda,26,M,Driver,Hindu,General
8263,8263,Girish Patil,23,M,Govt Employee,Jain,SC
8265,8265,Manjunath Bhat,51,F,Farmer,Hindu,General
8267,8267,Deepak Prasad,37,M,Unemployed,Hindu,General
8269,8269,Anitha Prasad,40,F,Student,Muslim,General
8271,8271,Lakshmi Nayak,39,M,Govt Employee,Hindu,General
8273,8273,Fatima Reddy,30,M,Govt Employee,Jain,SC
8275,8275,Joseph Reddy,28,M,Unemployed,Jain,Not Recorded
8277,8277,Ravi Murthy,70,F,Govt Employee,Muslim,General
8279,8279,Yashwanth Shetty,66,M,IT Professional,Muslim,General
8281,8281,Deepak Prasad,40,M,Daily Wage,Other,General
8283,8283,Pooja Gowda,50,M,Farmer,Other,OBC
8285,8285,Deepak Kulkarni,51,F,Driver,Muslim,SC
8287,8287,Pooja Iyengar,51,F,Driver,Other,Not Recorded
8289,8289,Rekha Prasad,53,M,Student,Christian,ST
8291,8291,Suresh Kumar,44,F,IT Professional,Christian,OBC
8293,8293,Girish Hegde,63,M,Driver,Hindu,SC
8295,8295,Ashwini Iyengar,49,M,Daily Wage,Hindu,OBC
8297,8297,Pooja Murthy,62,M,Student,Muslim,OBC
8299,8299,Rekha Prasad,41,F,IT Professional,Muslim,General
8301,8301,Ravi Naik,67,M,Student,Jain,Not Recorded
8303,8303,Prakash Rao,22,F,Student,Christian,OBC
8305,8305,Manjunath Murthy,23,F,Unemployed,Jain,SC
8307,8307,Ashwini Hegde,42,M,Unemployed,Other,OBC
8309,8309,Kiran Naik,62,M,Farmer,Jain,OBC
8311,8311,Shivakumar Prasad,45,M,Student,Muslim,OBC
8313,8313,Girish Nayak,54,F,IT Professional,Jain,ST
8315,8315,Deepak Bhat,61,M,Farmer,Hindu,SC
8317,8317,Girish Hegde,63,F,IT Professional,Christian,ST
8319,8319,Ravi Iyengar,34,M,Unemployed,Muslim,OBC
8321,8321,Nagaraj Kulkarni,18,M,IT Professional,Hindu,ST
8323,8323,Pooja Rao,62,F,Farmer,Other,OBC
8325,8325,Girish Reddy,25,F,Daily Wage,Other,General
8327,8327,Ashwini Kumar,53,M,IT Professional,Christian,OBC
8329,8329,Nagaraj Hegde,60,F,Driver,Jain,General
8331,8331,Chetan Kulkarni,23,F,Farmer,Muslim,SC
8333,8333,Lakshmi Prasad,68,F,Driver,Christian,General
8335,8335,Nagaraj Shetty,60,M,Govt Employee,Christian,General
8337,8337,Bhavana Hegde,67,M,Unemployed,Other,SC
8339,8339,Mary Shetty,67,F,Unemployed,Christian,ST
8341,8341,Suresh Murthy,29,M,Daily Wage,Muslim,SC
8343,8343,Anitha Kulkarni,40,F,Driver,Muslim,SC
8345,8345,Ravi Murthy,68,M,IT Professional,Jain,SC
8347,8347,Deepak Prasad,22,M,Govt Employee,Muslim,ST
8349,8349,Manjunath Desai,69,M,Student,Hindu,Not Recorded
8351,8351,Rekha Gowda,63,F,Farmer,Christian,General
8353,8353,Ashwini Rao,53,M,Student,Jain,SC
8355,8355,Girish Kulkarni,47,F,Daily Wage,Other,ST
8357,8357,Nagaraj Shetty,55,F,IT Professional,Jain,Not Recorded
8359,8359,Girish Shetty,65,M,Driver,Jain,SC
8361,8361,Pooja Naik,42,F,Farmer,Jain,OBC
8363,8363,Basavaraj Hegde,42,F,Driver,Muslim,ST
8365,8365,Joseph Murthy,34,F,Farmer,Christian,ST
8367,8367,Fatima Reddy,66,M,Business,Muslim,SC
8369,8369,Fatima Bhat,29,F,Unemployed,Hindu,Not Recorded
8371,8371,Deepak Rao,60,M,Farmer,Christian,OBC
8373,8373,Deepak Shetty,56,M,Driver,Muslim,Not Recorded
8375,8375,Vinutha Nayak,64,M,Govt Employee,Jain,ST
8377,8377,Bhavana Naik,20,M,Govt Employee,Other,ST
8379,8379,Pooja Reddy,38,M,Unemployed,Hindu,Not Recorded
8381,8381,Mary Shetty,29,M,Unemployed,Jain,Not Recorded
8383,8383,Girish Naik,39,M,IT Professional,Christian,General
8385,8385,Girish Patil,64,M,Daily Wage,Jain,Not Recorded
8387,8387,Nagaraj Murthy,26,M,Business,Hindu,ST
8389,8389,Prakash Desai,26,M,IT Professional,Christian,OBC
8391,8391,Rekha Iyengar,22,F,Business,Christian,OBC
8393,8393,Mary Naik,44,M,Farmer,Hindu,ST
8395,8395,Manjunath Kumar,51,M,Business,Muslim,General
8397,8397,Chetan Nayak,69,M,Student,Christian,SC
8399,8399,Bhavana Iyengar,49,F,IT Professional,Other,Not Recorded
8401,8401,Manjunath Bhat,24,M,Business,Other,ST
8403,8403,Joseph Naik,21,M,IT Professional,Hindu,SC
8405,8405,Lakshmi Reddy,33,M,IT Professional,Jain,General
8407,8407,Prakash Nayak,36,M,Govt Employee,Other,SC
8409,8409,Bhavana Kulkarni,61,M,IT Professional,Hindu,SC
8411,8411,Prakash Murthy,28,M,Student,Other,SC
8413,8413,Pooja Murthy,44,F,Student,Hindu,SC
8415,8415,Rekha Patil,24,F,IT Professional,Christian,SC
8417,8417,Mary Hegde,22,M,Driver,Christian,SC
8419,8419,Yashwanth Murthy,28,M,Driver,Christian,ST
8421,8421,Nagaraj Patil,36,F,IT Professional,Hindu,Not Recorded
8423,8423,Manjunath Rao,62,M,Student,Hindu,General
8425,8425,Basavaraj Reddy,64,F,IT Professional,Muslim,SC
8427,8427,Ashwini Reddy,45,M,Daily Wage,Hindu,Not Recorded
8429,8429,Basavaraj Prasad,28,M,Driver,Christian,ST
8431,8431,Anitha Hegde,18,F,Business,Jain,General
8433,8433,Lakshmi Desai,65,M,Unemployed,Hindu,General
8435,8435,Pooja Gowda,53,F,Farmer,Christian,SC
8437,8437,Suresh Hegde,24,M,Business,Other,SC
8439,8439,Basavaraj Hegde,20,M,Business,Muslim,General
8441,8441,Kiran Nayak,70,F,Student,Hindu,ST
8443,8443,Joseph Desai,37,M,Farmer,Jain,Not Recorded
8445,8445,Vinutha Prasad,70,F,Student,Muslim,SC
8447,8447,Nagaraj Reddy,34,M,Daily Wage,Christian,General
8449,8449,Girish Murthy,68,M,Business,Hindu,SC
8451,8451,Joseph Prasad,70,M,Daily Wage,Hindu,General
8453,8453,Basavaraj Shetty,46,M,Unemployed,Christian,ST
8455,8455,Pooja Nayak,43,M,Driver,Hindu,OBC
8457,8457,Rekha Patil,48,F,Farmer,Christian,SC
8459,8459,Shivakumar Gowda,40,M,Govt Employee,Christian,General
8461,8461,Vinutha Prasad,53,M,Student,Christian,General
8463,8463,Ravi Patil,55,F,Daily Wage,Jain,ST
8465,8465,Ravi Desai,43,F,IT Professional,Christian,OBC
8467,8467,Basavaraj Naik,25,F,Govt Employee,Hindu,OBC
8469,8469,Girish Rao,42,M,Business,Christian,SC
8471,8471,Girish Naik,68,M,Driver,Muslim,General
8473,8473,Yashwanth Kumar,23,M,Business,Christian,ST
8475,8475,Suresh Desai,42,M,Unemployed,Christian,Not Recorded
8477,8477,Rekha Reddy,53,F,Farmer,Hindu,OBC
8479,8479,Bhavana Prasad,42,F,Govt Employee,Other,ST
8481,8481,Imran Reddy,36,F,Daily Wage,Hindu,OBC
8483,8483,Ravi Kulkarni,58,M,Unemployed,Hindu,SC
8485,8485,Manjunath Prasad,22,M,Govt Employee,Hindu,SC
8487,8487,Vinutha Gowda,35,M,Farmer,Christian,OBC
8489,8489,Anitha Nayak,23,M,Unemployed,Hindu,General
8491,8491,Yashwanth Bhat,38,F,Unemployed,Jain,Not Recorded
8493,8493,Basavaraj Prasad,40,M,Govt Employee,Hindu,OBC
8495,8495,Chetan Patil,56,M,Business,Christian,OBC
8497,8497,Chetan Kulkarni,28,F,Unemployed,Hindu,Not Recorded
8499,8499,Joseph Iyengar,45,M,Farmer,Christian,Not Recorded
8501,8501,Rekha Iyengar,41,M,Farmer,Jain,OBC
8503,8503,Fatima Hegde,57,M,Daily Wage,Jain,OBC
8505,8505,Yashwanth Nayak,57,M,IT Professional,Jain,ST
8507,8507,Girish Reddy,25,M,Business,Jain,ST
8509,8509,Rekha Rao,44,M,Daily Wage,Christian,Not Recorded
8511,8511,Ashwini Nayak,48,M,Daily Wage,Hindu,SC
8513,8513,Shivakumar Reddy,57,F,Daily Wage,Jain,General
8515,8515,Basavaraj Hegde,27,F,Business,Other,General
8517,8517,Nagaraj Iyengar,29,F,Driver,Other,Not Recorded
8519,8519,Vinutha Nayak,36,M,Daily Wage,Muslim,ST
8521,8521,Imran Naik,26,F,Driver,Muslim,General
8523,8523,Pooja Murthy,42,M,Student,Hindu,OBC
8525,8525,Deepak Hegde,68,M,Driver,Muslim,Not Recorded
8527,8527,Pooja Kulkarni,23,F,Business,Muslim,OBC
8529,8529,Fatima Shetty,28,F,Driver,Other,OBC
8531,8531,Rekha Patil,60,M,Driver,Hindu,Not Recorded
8533,8533,Deepak Naik,60,M,Farmer,Other,OBC
8535,8535,Manjunath Prasad,68,M,IT Professional,Other,General
8537,8537,Vinutha Iyengar,20,M,Govt Employee,Hindu,ST
8539,8539,Bhavana Reddy,45,M,Govt Employee,Muslim,General
8541,8541,Anitha Kumar,39,F,Unemployed,Hindu,Not Recorded
8543,8543,Nagaraj Bhat,24,M,Govt Employee,Muslim,ST
8545,8545,Vinutha Rao,39,M,Farmer,Hindu,General
8547,8547,Anitha Reddy,32,F,Govt Employee,Muslim,OBC
8549,8549,Basavaraj Naik,29,F,Driver,Christian,ST
8551,8551,Shivakumar Hegde,46,F,Daily Wage,Jain,ST
8553,8553,Fatima Nayak,23,M,Daily Wage,Christian,Not Recorded
8555,8555,Fatima Shetty,26,F,Daily Wage,Hindu,Not Recorded
8557,8557,Manjunath Rao,50,M,Driver,Christian,General
8559,8559,Imran Bhat,41,F,Driver,Jain,OBC
8561,8561,Prakash Shetty,51,M,Business,Jain,General
8563,8563,Ravi Prasad,30,F,Daily Wage,Muslim,OBC
8565,8565,Fatima Bhat,38,M,IT Professional,Jain,SC
8567,8567,Kiran Kulkarni,33,F,Govt Employee,Muslim,SC
8569,8569,Basavaraj Reddy,43,M,Farmer,Jain,ST
8571,8571,Ravi Kulkarni,56,M,Govt Employee,Other,ST
8573,8573,Prakash Gowda,34,M,IT Professional,Jain,SC
8575,8575,Vinutha Nayak,43,M,Unemployed,Muslim,SC
8577,8577,Fatima Prasad,48,F,Govt Employee,Hindu,OBC
8579,8579,Imran Reddy,60,M,IT Professional,Jain,SC
8581,8581,Manjunath Hegde,51,F,Unemployed,Jain,ST
8583,8583,Mary Prasad,40,M,Govt Employee,Christian,Not Recorded
8585,8585,Manjunath Gowda,38,F,Student,Other,SC
8587,8587,Imran Bhat,30,M,Business,Other,General
8589,8589,Basavaraj Patil,42,M,Unemployed,Hindu,ST
8591,8591,Shivakumar Prasad,63,F,Driver,Hindu,ST
8593,8593,Basavaraj Gowda,68,M,Unemployed,Other,OBC
8595,8595,Mary Kumar,26,M,Student,Muslim,ST
8597,8597,Deepak Hegde,39,M,Govt Employee,Hindu,OBC
8599,8599,Joseph Kumar,42,M,Farmer,Hindu,OBC
8601,8601,Nagaraj Naik,57,F,IT Professional,Christian,Not Recorded
8603,8603,Lakshmi Murthy,35,M,Govt Employee,Hindu,ST
8605,8605,Manjunath Nayak,61,M,Unemployed,Hindu,General
8607,8607,Rekha Gowda,23,F,Daily Wage,Muslim,SC
8609,8609,Girish Kumar,30,M,Farmer,Hindu,OBC
8611,8611,Deepak Reddy,53,M,Business,Other,SC
8613,8613,Yashwanth Patil,65,F,IT Professional,Jain,Not Recorded
8615,8615,Imran Shetty,38,F,Student,Jain,Not Recorded
8617,8617,Girish Iyengar,59,F,IT Professional,Christian,SC
8619,8619,Joseph Reddy,50,M,Farmer,Other,ST
8621,8621,Fatima Hegde,33,F,Student,Jain,SC
8623,8623,Mary Patil,20,M,Student,Other,ST
8625,8625,Kiran Kumar,41,M,Driver,Muslim,Not Recorded
8627,8627,Pooja Reddy,62,F,Govt Employee,Christian,General
8629,8629,Pooja Rao,57,M,Driver,Christian,General
8631,8631,Mary Nayak,51,F,Driver,Hindu,Not Recorded
8633,8633,Joseph Kulkarni,20,M,IT Professional,Jain,OBC
8635,8635,Lakshmi Murthy,33,M,Daily Wage,Muslim,General
8637,8637,Suresh Naik,39,M,IT Professional,Christian,OBC
8639,8639,Lakshmi Shetty,43,M,Driver,Other,OBC
8641,8641,Rekha Gowda,22,F,Unemployed,Christian,ST
8643,8643,Deepak Gowda,27,M,Daily Wage,Hindu,General
8645,8645,Ravi Patil,53,M,Business,Christian,General
8647,8647,Yashwanth Gowda,38,M,Daily Wage,Other,ST
8649,8649,Chetan Kumar,26,F,Govt Employee,Muslim,ST
8651,8651,Anitha Iyengar,48,M,Business,Other,SC
8653,8653,Ravi Patil,21,F,Govt Employee,Other,General
8655,8655,Ashwini Kulkarni,23,F,Student,Muslim,SC
8657,8657,Prakash Hegde,39,M,Daily Wage,Muslim,OBC
8659,8659,Chetan Kumar,38,M,Business,Hindu,ST
8661,8661,Imran Rao,19,M,Student,Christian,ST
8663,8663,Girish Bhat,58,F,Farmer,Muslim,SC
8665,8665,Suresh Reddy,64,F,Govt Employee,Other,General
8667,8667,Ravi Bhat,58,M,Govt Employee,Hindu,SC
8669,8669,Joseph Kumar,25,M,Govt Employee,Muslim,Not Recorded
8671,8671,Anitha Desai,32,M,IT Professional,Jain,ST
8673,8673,Pooja Prasad,46,M,Student,Jain,General
8675,8675,Chetan Kulkarni,22,F,Driver,Hindu,General
8677,8677,Yashwanth Iyengar,23,M,Driver,Hindu,ST
8679,8679,Joseph Nayak,51,M,Farmer,Hindu,ST
8681,8681,Vinutha Desai,30,M,Govt Employee,Other,ST
8683,8683,Anitha Rao,34,M,Farmer,Jain,ST
8685,8685,Deepak Prasad,64,M,Farmer,Jain,Not Recorded
8687,8687,Bhavana Iyengar,34,M,Business,Muslim,General
8689,8689,Ashwini Naik,65,M,Student,Christian,General
8691,8691,Imran Hegde,25,F,IT Professional,Christian,ST
8693,8693,Mary Gowda,18,M,Farmer,Other,ST
8695,8695,Bhavana Kulkarni,68,M,Unemployed,Muslim,ST
8697,8697,Fatima Naik,63,M,Farmer,Other,ST
8699,8699,Imran Rao,37,F,Student,Jain,General
8701,8701,Suresh Murthy,64,M,Daily Wage,Christian,General
8703,8703,Shivakumar Kulkarni,28,F,Student,Jain,OBC
8705,8705,Shivakumar Prasad,67,F,Govt Employee,Jain,General
8707,8707,Kiran Rao,47,M,Unemployed,Muslim,SC
8709,8709,Kiran Gowda,38,F,Business,Other,Not Recorded
8711,8711,Vinutha Rao,35,F,Unemployed,Muslim,SC
8713,8713,Girish Desai,27,F,Business,Christian,ST
8715,8715,Anitha Hegde,67,F,Farmer,Muslim,Not Recorded
8717,8717,Suresh Kumar,34,M,Daily Wage,Muslim,OBC
8719,8719,Mary Prasad,43,F,Daily Wage,Muslim,ST
8721,8721,Anitha Gowda,36,M,Govt Employee,Muslim,SC
8723,8723,Vinutha Kulkarni,62,F,IT Professional,Hindu,SC
8725,8725,Imran Desai,18,F,Govt Employee,Christian,SC
8727,8727,Deepak Reddy,23,F,Business,Muslim,ST
8729,8729,Anitha Prasad,64,M,Daily Wage,Christian,OBC
8731,8731,Fatima Desai,38,M,Student,Christian,OBC
8733,8733,Shivakumar Kulkarni,26,M,Govt Employee,Jain,OBC
8735,8735,Bhavana Gowda,29,M,Driver,Other,OBC
8737,8737,Mary Kulkarni,26,F,Business,Muslim,SC
8739,8739,Imran Murthy,19,F,Business,Jain,Not Recorded
8741,8741,Yashwanth Kumar,22,F,Govt Employee,Muslim,OBC
8743,8743,Ashwini Shetty,57,M,Driver,Hindu,ST
8745,8745,Deepak Murthy,29,F,Farmer,Other,SC
8747,8747,Bhavana Prasad,35,F,Daily Wage,Hindu,General
8749,8749,Vinutha Rao,20,F,Govt Employee,Muslim,SC
8751,8751,Shivakumar Reddy,65,M,IT Professional,Muslim,ST
8753,8753,Suresh Bhat,34,F,Business,Christian,OBC
8755,8755,Anitha Kulkarni,40,F,Business,Christian,Not Recorded
8757,8757,Manjunath Rao,27,M,Daily Wage,Other,ST
8759,8759,Shivakumar Desai,20,M,Driver,Christian,General
8761,8761,Joseph Patil,19,F,Student,Hindu,General
8763,8763,Anitha Rao,49,F,Unemployed,Other,SC
8765,8765,Joseph Shetty,24,F,Business,Muslim,General
8767,8767,Nagaraj Hegde,46,F,IT Professional,Muslim,OBC
8769,8769,Ashwini Prasad,26,F,Driver,Christian,ST
8771,8771,Deepak Patil,48,M,Student,Muslim,SC
8773,8773,Imran Rao,23,M,Farmer,Jain,General
8775,8775,Ravi Kumar,69,M,IT Professional,Jain,ST
8777,8777,Suresh Kumar,62,M,Daily Wage,Christian,Not Recorded
8779,8779,Mary Nayak,31,M,Farmer,Christian,ST
8781,8781,Imran Reddy,24,M,IT Professional,Other,Not Recorded
8783,8783,Kiran Bhat,52,M,Business,Hindu,OBC
8785,8785,Vinutha Murthy,69,F,IT Professional,Hindu,General
8787,8787,Suresh Kulkarni,18,M,Farmer,Jain,ST
8789,8789,Deepak Hegde,35,M,Student,Christian,OBC
8791,8791,Fatima Bhat,55,F,Daily Wage,Muslim,ST
8793,8793,Manjunath Prasad,44,F,Driver,Christian,OBC
8795,8795,Girish Rao,42,F,Farmer,Hindu,ST
8797,8797,Prakash Murthy,30,F,Govt Employee,Other,ST
8799,8799,Rekha Kumar,31,F,Student,Other,Not Recorded
8801,8801,Joseph Gowda,50,M,Unemployed,Jain,Not Recorded
8803,8803,Pooja Patil,58,M,Daily Wage,Jain,ST
8805,8805,Girish Shetty,54,F,Govt Employee,Hindu,General
8807,8807,Vinutha Kumar,43,F,IT Professional,Jain,SC
8809,8809,Nagaraj Naik,32,M,IT Professional,Hindu,OBC
8811,8811,Basavaraj Kumar,30,M,Business,Other,Not Recorded
8813,8813,Lakshmi Murthy,30,M,Farmer,Muslim,OBC
8815,8815,Shivakumar Iyengar,25,F,IT Professional,Muslim,Not Recorded
8817,8817,Basavaraj Shetty,63,F,Farmer,Christian,SC
8819,8819,Pooja Patil,30,F,Unemployed,Other,General
8821,8821,Yashwanth Naik,30,F,Daily Wage,Christian,ST
8823,8823,Anitha Desai,31,F,Driver,Christian,OBC
8825,8825,Imran Murthy,23,M,Business,Christian,SC
8827,8827,Imran Hegde,35,M,Govt Employee,Hindu,Not Recorded
8829,8829,Pooja Reddy,58,M,Govt Employee,Other,OBC
8831,8831,Yashwanth Gowda,53,M,Business,Muslim,General
8833,8833,Ashwini Nayak,50,F,Driver,Other,OBC
8835,8835,Ashwini Shetty,69,M,Business,Jain,OBC
8837,8837,Pooja Gowda,33,M,Business,Jain,SC
8839,8839,Manjunath Kumar,57,M,Business,Muslim,OBC
8841,8841,Deepak Patil,45,M,Farmer,Muslim,SC
8843,8843,Vinutha Reddy,45,M,Unemployed,Christian,General
8845,8845,Lakshmi Iyengar,24,M,IT Professional,Christian,Not Recorded
8847,8847,Pooja Rao,47,M,Student,Christian,General
8849,8849,Shivakumar Shetty,66,M,Govt Employee,Muslim,Not Recorded
8851,8851,Prakash Gowda,57,M,Farmer,Jain,ST
8853,8853,Girish Shetty,57,M,Farmer,Hindu,OBC
8855,8855,Manjunath Prasad,56,F,Business,Other,General
8857,8857,Manjunath Patil,70,F,Daily Wage,Jain,OBC
8859,8859,Imran Nayak,48,F,Student,Jain,ST
8861,8861,Deepak Shetty,43,M,Driver,Muslim,Not Recorded
8863,8863,Ravi Iyengar,69,F,Daily Wage,Hindu,OBC
8865,8865,Fatima Kumar,21,F,Student,Hindu,General
8867,8867,Fatima Kumar,56,F,Govt Employee,Jain,ST
8869,8869,Shivakumar Bhat,28,M,Driver,Jain,OBC
8871,8871,Imran Patil,43,M,Govt Employee,Christian,OBC
8873,8873,Vinutha Kulkarni,68,M,Business,Hindu,SC
8875,8875,Yashwanth Hegde,33,M,Unemployed,Jain,General
8877,8877,Ashwini Desai,18,F,Student,Other,ST
8879,8879,Anitha Reddy,53,M,Unemployed,Hindu,ST
8881,8881,Joseph Rao,70,F,Farmer,Other,ST
8883,8883,Chetan Gowda,64,M,IT Professional,Muslim,ST
8885,8885,Girish Rao,40,F,Farmer,Other,General
8887,8887,Nagaraj Gowda,68,M,Unemployed,Muslim,General
8889,8889,Fatima Murthy,34,M,IT Professional,Jain,Not Recorded
8891,8891,Shivakumar Kumar,40,F,Business,Christian,SC
8893,8893,Lakshmi Reddy,45,M,Govt Employee,Hindu,ST
8895,8895,Vinutha Naik,64,F,Driver,Jain,ST
8897,8897,Suresh Kulkarni,41,F,Unemployed,Other,Not Recorded
8899,8899,Anitha Shetty,33,M,IT Professional,Hindu,ST
8901,8901,Bhavana Prasad,41,F,IT Professional,Other,OBC
8903,8903,Nagaraj Iyengar,65,M,Student,Jain,OBC
8905,8905,Kiran Kumar,54,M,Govt Employee,Muslim,General
8907,8907,Prakash Kulkarni,61,M,Unemployed,Muslim,SC
8909,8909,Nagaraj Gowda,31,F,Student,Christian,Not Recorded
8911,8911,Pooja Bhat,66,F,Daily Wage,Hindu,OBC
8913,8913,Suresh Kumar,51,M,Business,Jain,Not Recorded
8915,8915,Chetan Shetty,40,M,Govt Employee,Muslim,ST
8917,8917,Anitha Iyengar,58,F,Govt Employee,Jain,General
8919,8919,Manjunath Patil,43,M,Govt Employee,Hindu,General
8921,8921,Imran Kumar,51,M,Driver,Other,General
8923,8923,Prakash Patil,68,F,Student,Other,Not Recorded
8925,8925,Pooja Naik,48,M,Student,Jain,ST
8927,8927,Deepak Rao,19,M,Driver,Christian,ST
8929,8929,Imran Kulkarni,40,M,IT Professional,Muslim,General
8931,8931,Yashwanth Shetty,48,F,Business,Muslim,OBC
8933,8933,Anitha Nayak,23,M,Unemployed,Other,OBC
8935,8935,Mary Desai,66,M,Unemployed,Muslim,General
8937,8937,Ashwini Prasad,54,M,Driver,Muslim,SC
8939,8939,Pooja Reddy,51,M,Unemployed,Christian,OBC
8941,8941,Anitha Nayak,60,M,Farmer,Hindu,SC
8943,8943,Prakash Shetty,59,M,IT Professional,Hindu,General
8945,8945,Manjunath Desai,21,M,Unemployed,Hindu,SC
8947,8947,Nagaraj Hegde,50,F,Govt Employee,Christian,OBC
8949,8949,Pooja Desai,47,M,Govt Employee,Other,General
8951,8951,Chetan Naik,33,M,Unemployed,Muslim,General
8953,8953,Deepak Reddy,41,M,Govt Employee,Jain,SC
8955,8955,Yashwanth Patil,30,F,Daily Wage,Jain,SC
8957,8957,Shivakumar Nayak,62,M,Govt Employee,Hindu,ST
8959,8959,Shivakumar Naik,30,F,IT Professional,Christian,SC
8961,8961,Lakshmi Naik,32,F,IT Professional,Other,Not Recorded
8963,8963,Suresh Patil,53,M,Driver,Other,Not Recorded
8965,8965,Imran Shetty,45,M,Business,Jain,OBC
8967,8967,Fatima Prasad,27,F,Student,Muslim,OBC
8969,8969,Yashwanth Murthy,25,M,Unemployed,Christian,SC
