VictimMasterID,CaseMasterID,VictimName,AgeYear,Gender
5891,7245,Basavaraj Prasad,48,F
5892,7247,Chetan Kumar,16,F
5893,7247,Vinutha Prasad,17,F
5895,7249,Kiran Naik,38,F
5898,7251,Fatima Reddy,58,F
5899,7251,Anitha Murthy,6,M
5900,7253,Girish Hegde,68,F
5902,7255,Chetan Murthy,31,M
5905,7257,Imran Nayak,67,F
5908,7259,Girish Patil,49,F
5909,7259,Pooja Reddy,19,F
5911,7261,Yashwanth Iyengar,50,F
5912,7261,Suresh Shetty,68,F
5914,7263,Bhavana Kulkarni,47,M
5915,7263,Pooja Patil,23,M
5917,7265,Anitha Shetty,20,F
5918,7265,Prakash Shetty,50,M
5920,7267,Mary Rao,32,M
5922,7271,Kiran Murthy,70,M
5925,7273,Ravi Bhat,36,M
5928,7275,Kiran Nayak,27,F
5933,7281,Yashwanth Shetty,60,M
5935,7283,Chetan Desai,42,M
5936,7283,Kiran Gowda,74,F
5939,7287,Joseph Iyengar,71,M
5941,7289,Vinutha Nayak,65,F
5945,7295,Girish Rao,25,M
5947,7299,Mary Kulkarni,15,F
5948,7301,Kiran Bhat,25,F
5949,7301,Pooja Kumar,72,M
5951,7305,Girish Murthy,35,M
5952,7305,Vinutha Reddy,23,F
5958,7311,Ashwini Naik,47,M
5960,7313,Manjunath Patil,59,F
5966,7325,Lakshmi Iyengar,6,F
5969,7329,Joseph Nayak,40,F
5972,7331,Imran Gowda,21,M
5973,7333,Vinutha Kulkarni,66,F
5974,7333,Bhavana Patil,17,F
5975,7335,Girish Prasad,50,F
5978,7341,Kiran Prasad,65,M
5979,7343,Vinutha Iyengar,35,F
5980,7343,Ravi Prasad,10,F
5984,7347,Chetan Desai,41,F
5987,7351,Anitha Murthy,19,M
5988,7351,Girish Hegde,5,F
5989,7353,Manjunath Iyengar,31,M
5992,7355,Shivakumar Kulkarni,46,M
5993,7355,Anitha Murthy,21,M
5994,7357,Girish Kulkarni,59,F
6000,7367,Rekha Murthy,61,M
6004,7371,Nagaraj Hegde,47,F
6006,7375,Mary Kulkarni,75,M
6007,7375,Yashwanth Nayak,33,F
6008,7379,Prakash Naik,65,M
6009,7379,Rekha Iyengar,69,F
6011,7381,Pooja Kulkarni,60,F
6012,7381,Lakshmi Shetty,55,F
6015,7385,Bhavana Reddy,21,M
6016,7387,Manjunath Reddy,56,M
6018,7391,Suresh Bhat,59,F
6020,7393,Suresh Reddy,45,M
6021,7393,Basavaraj Shetty,30,M
6023,7395,Joseph Gowda,72,M
6025,7399,Ravi Iyengar,54,M
6028,7405,Bhavana Prasad,26,F
6033,7413,Imran Rao,21,F
6037,7421,Vinutha Iyengar,38,F
6039,7425,Kiran Rao,49,M
6040,7425,Imran Kumar,43,F
6042,7427,Basavaraj Prasad,24,M
6045,7429,Prakash Nayak,54,F
6047,7431,Ravi Kulkarni,70,F
6048,7433,Deepak Reddy,69,F
6049,7433,Deepak Bhat,41,M
6050,7437,Ashwini Nayak,43,M
6056,7445,Joseph Patil,44,M
6059,7449,Vinutha Kumar,22,F
6065,7459,Nagaraj Rao,18,F
6067,7461,Imran Patil,63,F
6068,7463,Ravi Prasad,23,F
6071,7465,Manjunath Murthy,52,F
6074,7469,Suresh Kumar,34,F
6077,7473,Anitha Shetty,18,M
6080,7477,Bhavana Nayak,22,M
6081,7477,Shivakumar Hegde,64,F
6083,7481,Vinutha Murthy,22,M
6084,7481,Suresh Reddy,70,M
6086,7483,Anitha Murthy,19,M
6088,7485,Lakshmi Naik,11,M
6091,7491,Prakash Reddy,29,F
6092,7491,Girish Rao,7,F
6094,7493,Lakshmi Shetty,15,F
6097,7495,Pooja Nayak,52,M
6098,7495,Anitha Reddy,55,M
6100,7497,Basavaraj Shetty,18,M
6102,7501,Suresh Patil,70,M
6104,7503,Anitha Desai,20,F
6106,7505,Rekha Naik,15,F
6108,7507,Imran Nayak,22,F
6109,7507,Yashwanth Shetty,32,F
6111,7509,Joseph Kulkarni,49,M
6113,7511,Joseph Patil,22,F
6116,7513,Suresh Iyengar,49,M
6117,7515,Suresh Reddy,17,M
6120,7519,Prakash Murthy,61,F
6123,7523,Imran Hegde,67,M
6124,7525,Lakshmi Naik,21,M
6125,7525,Shivakumar Gowda,56,M
6126,7527,Basavaraj Naik,64,F
6127,7527,Suresh Nayak,45,M
6128,7529,Nagaraj Shetty,52,F
6129,7529,Rekha Gowda,63,F
6130,7531,Basavaraj Desai,62,F
6131,7531,Pooja Kumar,61,F
6134,7533,Pooja Naik,6,M
6138,7539,Imran Kulkarni,40,F
6139,7539,Pooja Iyengar,64,F
6140,7541,Girish Iyengar,45,M
6141,7541,Shivakumar Patil,73,M
6143,7543,Manjunath Shetty,31,F
6144,7543,Nagaraj Murthy,48,F
6145,7545,Pooja Nayak,9,F
6148,7547,Kiran Patil,34,M
6151,7551,Shivakumar Murthy,15,F
6154,7557,Anitha Nayak,17,M
6155,7557,Prakash Shetty,43,F
6156,7559,Ravi Reddy,14,M
6158,7563,Mary Murthy,33,M
6161,7567,Ravi Iyengar,58,F
6163,7569,Nagaraj Hegde,47,M
6164,7569,Bhavana Naik,37,M
6165,7571,Girish Patil,73,M
6167,7575,Chetan Iyengar,19,M
6170,7579,Joseph Patil,15,M
6172,7581,Vinutha Patil,65,M
6174,7583,Kiran Reddy,57,F
6175,7585,Mary Murthy,60,M
6177,7587,Prakash Desai,34,F
6178,7587,Manjunath Shetty,15,M
6180,7589,Ravi Rao,58,F
6184,7593,Ashwini Hegde,75,F
6185,7595,Manjunath Desai,36,F
6186,7595,Deepak Hegde,41,M
6188,7597,Nagaraj Kulkarni,37,F
6191,7601,Vinutha Gowda,24,F
6192,7601,Kiran Gowda,13,M
6194,7605,Pooja Prasad,48,F
6196,7609,Yashwanth Bhat,32,F
6198,7611,Vinutha Naik,53,F
6199,7611,Yashwanth Bhat,10,F
6202,7617,Basavaraj Murthy,69,F
6204,7619,Bhavana Murthy,74,F
6205,7619,Bhavana Patil,26,M
6207,7621,Imran Patil,18,M
6210,7625,Deepak Naik,11,F
6211,7625,Chetan Bhat,68,F
6215,7629,Prakash Naik,33,F
6216,7629,Chetan Rao,51,F
6218,7631,Ashwini Hegde,38,M
6220,7633,Mary Prasad,42,F
6222,7635,Manjunath Reddy,16,F
6225,7637,Chetan Gowda,64,M
6226,7639,Basavaraj Murthy,64,F
6227,7641,Suresh Kulkarni,24,M
6229,7643,Rekha Bhat,70,M
6231,7645,Ravi Naik,8,F
6233,7647,Bhavana Prasad,56,F
6234,7649,Bhavana Nayak,40,M
6235,7651,Pooja Nayak,67,F
6236,7651,Vinutha Patil,64,M
6242,7665,Basavaraj Shetty,40,F
6245,7671,Basavaraj Hegde,14,M
6248,7673,Bhavana Reddy,63,F
6250,7677,Mary Desai,18,M
6252,7679,Ashwini Patil,49,M
6255,7683,Deepak Naik,27,M
6256,7683,Kiran Murthy,75,M
6258,7685,Yashwanth Naik,20,M
6259,7685,Yashwanth Iyengar,45,M
6262,7689,Nagaraj Shetty,61,M
6267,7693,Ashwini Reddy,69,M
6269,7695,Imran Rao,40,M
6270,7695,Vinutha Hegde,17,M
6272,7697,Pooja Bhat,71,F
6273,7701,Rekha Reddy,64,F
6275,7703,Nagaraj Desai,61,M
6276,7703,Girish Nayak,49,F
6278,7705,Vinutha Rao,58,M
6280,7707,Joseph Nayak,54,F
6281,7707,Bhavana Shetty,32,F
6283,7709,Basavaraj Shetty,20,F
6284,7711,Shivakumar Kulkarni,18,M
6286,7713,Girish Gowda,46,F
6287,7715,Vinutha Prasad,34,M
6288,7719,Manjunath Nayak,60,F
6289,7719,Bhavana Desai,20,F
6291,7721,Anitha Kumar,54,F
6294,7723,Lakshmi Patil,64,F
6296,7725,Chetan Desai,40,F
6297,7725,Prakash Kumar,68,M
6298,7729,Bhavana Iyengar,13,F
6299,7729,Fatima Reddy,14,M
6306,7737,Prakash Rao,63,M
6309,7741,Suresh Gowda,52,M
6310,7743,Manjunath Kulkarni,10,M
6314,7753,Rekha Naik,67,M
6316,7755,Yashwanth Patil,6,F
6317,7755,Pooja Bhat,29,F
6319,7757,Lakshmi Gowda,8,M
6322,7761,Chetan Naik,5,M
6323,7761,Vinutha Rao,31,F
6324,7763,Bhavana Gowda,46,F
6329,7769,Joseph Prasad,9,F
6330,7771,Deepak Desai,24,M
6334,7775,Fatima Iyengar,35,F
6335,7777,Ashwini Gowda,25,M
6338,7779,Kiran Patil,48,F
6340,7781,Anitha Bhat,14,M
6341,7785,Yashwanth Iyengar,66,F
6342,7785,Chetan Kumar,34,F
6348,7795,Kiran Reddy,7,M
6353,7803,Pooja Hegde,65,M
6356,7807,Shivakumar Patil,67,F
6358,7809,Kiran Hegde,54,F
6359,7809,Prakash Reddy,27,M
6360,7811,Chetan Shetty,8,M
6361,7813,Bhavana Iyengar,53,F
6362,7813,Anitha Rao,12,M
6366,7817,Manjunath Shetty,51,M
6369,7819,Lakshmi Shetty,70,F
6372,7823,Bhavana Murthy,29,M
6373,7827,Yashwanth Naik,35,F
6375,7829,Fatima Reddy,25,M
6376,7829,Rekha Naik,62,F
6377,7831,Pooja Iyengar,75,M
6380,7833,Imran Murthy,21,M
6381,7833,Ravi Murthy,36,M
6382,7835,Prakash Kumar,25,M
6385,7837,Deepak Reddy,56,M
6386,7839,Basavaraj Prasad,42,M
6387,7841,Vinutha Iyengar,73,F
6390,7845,Chetan Iyengar,23,F
6393,7847,Pooja Kumar,27,M
6394,7847,Basavaraj Shetty,9,F
6396,7849,Suresh Bhat,6,M
6397,7849,Rekha Bhat,27,M
6399,7851,Pooja Murthy,52,F
6401,7853,Lakshmi Rao,62,F
6403,7855,Ashwini Reddy,75,M
6404,7855,Deepak Hegde,20,M
6405,7857,Ashwini Shetty,53,M
6408,7859,Girish Iyengar,49,M
6409,7861,Nagaraj Reddy,54,M
6411,7865,Basavaraj Prasad,72,F
6414,7871,Suresh Naik,52,F
6416,7873,Manjunath Nayak,71,M
6417,7873,Ashwini Shetty,18,F
6419,7875,Ravi Naik,40,M
6420,7877,Deepak Iyengar,60,M
6423,7881,Manjunath Murthy,62,F
6425,7883,Shivakumar Gowda,30,M
6426,7883,Manjunath Bhat,8,F
6427,7885,Fatima Shetty,63,M
6430,7887,Vinutha Iyengar,28,F
6432,7889,Yashwanth Patil,56,F
6435,7893,Kiran Desai,13,F
6436,7895,Bhavana Reddy,59,M
6438,7899,Chetan Hegde,28,M
6440,7901,Pooja Shetty,60,M
6441,7901,Mary Shetty,47,M
6444,7903,Anitha Murthy,66,F
6445,7903,Deepak Reddy,17,M
6449,7911,Lakshmi Desai,50,F
6451,7915,Kiran Prasad,31,M
6453,7919,Bhavana Reddy,22,M
6456,7921,Imran Prasad,74,F
6459,7923,Vinutha Patil,36,F
6461,7927,Fatima Kumar,71,F
6465,7931,Girish Bhat,67,M
6467,7933,Bhavana Rao,56,M
6470,7941,Girish Gowda,63,F
6471,7945,Nagaraj Hegde,17,M
6473,7947,Nagaraj Kumar,50,F
6475,7949,Pooja Reddy,26,F
6476,7951,Shivakumar Desai,56,M
6478,7955,Lakshmi Naik,71,F
6481,7957,Girish Gowda,26,F
6482,7957,Mary Patil,29,M
6484,7961,Vinutha Murthy,68,F
6487,7963,Rekha Desai,6,F
6489,7965,Rekha Murthy,58,F
6491,7967,Fatima Gowda,35,M
6495,7973,Ashwini Murthy,50,F
6496,7973,Basavaraj Kumar,44,F
6499,7975,Pooja Gowda,65,M
6502,7977,Yashwanth Hegde,20,M
6503,7977,Basavaraj Bhat,59,M
6504,7979,Vinutha Rao,62,F
6506,7981,Yashwanth Naik,47,F
6508,7983,Girish Shetty,50,F
6510,7985,Ashwini Murthy,54,F
6514,7989,Deepak Desai,72,M
6516,7991,Rekha Nayak,48,M
6517,7991,Manjunath Prasad,8,F
6518,7993,Joseph Reddy,6,F
6520,7995,Yashwanth Rao,51,F
6521,7997,Suresh Desai,61,F
6525,8005,Rekha Prasad,26,F
6526,8005,Deepak Murthy,32,F
6528,8009,Basavaraj Naik,25,F
6529,8009,Shivakumar Shetty,45,M
6531,8011,Deepak Shetty,39,M
6536,8015,Rekha Patil,13,M
6538,8017,Pooja Iyengar,21,F
6539,8019,Vinutha Iyengar,37,F
6540,8019,Vinutha Bhat,40,F
6542,8021,Vinutha Bhat,73,M
6546,8029,Girish Prasad,46,F
6547,8031,Ashwini Hegde,28,M
6549,8033,Pooja Iyengar,15,F
6551,8037,Basavaraj Iyengar,57,M
6552,8039,Pooja Kulkarni,59,F
6553,8039,Basavaraj Gowda,12,M
6554,8041,Joseph Prasad,52,M
6556,8045,Yashwanth Kumar,6,F
6558,8049,Shivakumar Iyengar,68,M
6560,8051,Mary Patil,49,F
6562,8055,Prakash Naik,60,M
6564,8057,Anitha Shetty,67,F
6565,8059,Nagaraj Hegde,66,F
6566,8061,Imran Shetty,69,M
6568,8063,Imran Naik,51,M
6569,8065,Prakash Rao,16,M
6570,8067,Girish Murthy,36,M
6575,8073,Kiran Kumar,40,M
6578,8081,Shivakumar Kulkarni,24,M
6580,8085,Imran Kulkarni,33,F
6581,8085,Deepak Murthy,21,F
6584,8087,Bhavana Rao,73,F
6586,8089,Girish Hegde,46,M
6587,8089,Suresh Hegde,50,F
6591,8093,Yashwanth Bhat,66,F
6593,8095,Ravi Gowda,6,M
6595,8097,Imran Shetty,14,M
6596,8097,Fatima Prasad,43,M
6598,8099,Anitha Nayak,14,F
6600,8101,Mary Prasad,47,F
6601,8101,Lakshmi Patil,19,M
6602,8103,Anitha Hegde,50,F
6603,8105,Deepak Bhat,58,M
6605,8107,Pooja Kulkarni,14,F
6608,8109,Mary Bhat,27,M
6610,8111,Lakshmi Reddy,46,F
6612,8115,Ashwini Bhat,60,F
6614,8117,Anitha Naik,72,F
6616,8121,Pooja Prasad,73,M
6618,8123,Vinutha Desai,20,M
6621,8125,Anitha Kulkarni,52,M
6624,8127,Vinutha Nayak,28,F
6627,8131,Bhavana Bhat,72,F
6628,8133,Ravi Hegde,61,M
6631,8135,Fatima Kulkarni,53,M
6633,8137,Girish Gowda,62,M
6635,8139,Ashwini Desai,12,F
6637,8141,Nagaraj Patil,47,F
6638,8141,Yashwanth Reddy,24,M
6641,8145,Ashwini Nayak,37,M
6643,8149,Imran Naik,70,M
6644,8151,Suresh Hegde,61,F
6646,8153,Rekha Reddy,55,F
6649,8159,Lakshmi Iyengar,60,M
6650,8161,Pooja Gowda,53,F
6653,8165,Chetan Shetty,75,M
6657,8171,Shivakumar Bhat,46,F
6660,8173,Anitha Iyengar,67,M
6662,8175,Girish Murthy,54,M
6664,8179,Manjunath Bhat,47,F
6668,8183,Shivakumar Reddy,19,F
6670,8185,Nagaraj Murthy,13,M
6672,8189,Ashwini Kumar,42,F
6673,8189,Kiran Shetty,10,M
6675,8197,Girish Reddy,47,F
6676,8197,Pooja Prasad,48,F
6678,8201,Nagaraj Kulkarni,29,F
6679,8201,Nagaraj Nayak,55,M
6680,8205,Joseph Naik,38,M
6684,8211,Rekha Kulkarni,24,M
6685,8213,Basavaraj Hegde,56,M
6686,8215,Pooja Nayak,61,F
6688,8217,Chetan Kumar,16,M
6691,8221,Pooja Kumar,56,F
6692,8223,Basavaraj Rao,11,M
6694,8225,Suresh Rao,51,F
6695,8225,Fatima Desai,66,M
6696,8227,Fatima Reddy,28,M
6698,8229,Suresh Murthy,29,M
6702,8233,Shivakumar Reddy,21,F
6705,8235,Prakash Gowda,62,M
6707,8241,Lakshmi Kumar,71,F
6708,8243,Girish Prasad,75,M
6713,8249,Suresh Rao,74,F
6714,8249,Lakshmi Kulkarni,66,M
6716,8251,Chetan Gowda,73,F
6719,8255,Basavaraj Rao,31,M
6721,8257,Shivakumar Shetty,26,M
6722,8261,Girish Shetty,34,M
6723,8261,Joseph Murthy,64,F
6726,8263,Yashwanth Desai,42,M
6727,8265,Ravi Desai,68,M
6729,8267,Chetan Gowda,11,M
6731,8269,Suresh Bhat,73,M
6732,8269,Vinutha Reddy,67,M
6733,8271,Lakshmi Shetty,28,M
6736,8273,Ashwini Iyengar,73,M
6737,8275,Imran Rao,42,F
6739,8279,Joseph Bhat,12,F
6741,8281,Ravi Hegde,56,F
6743,8283,Nagaraj Shetty,28,M
6744,8285,Mary Prasad,71,M
6745,8287,Fatima Hegde,65,F
6747,8291,Ravi Bhat,10,M
6750,8295,Girish Iyengar,74,M
6751,8295,Manjunath Shetty,14,F
6754,8299,Joseph Desai,39,F
6756,8301,Shivakumar Desai,45,F
6758,8305,Prakash Reddy,74,F
6759,8307,Kiran Murthy,69,M
6761,8309,Fatima Gowda,39,F
6765,8315,Vinutha Shetty,68,M
6766,8317,Prakash Iyengar,58,M
6768,8319,Yashwanth Reddy,15,M
6770,8321,Nagaraj Nayak,57,M
6773,8325,Mary Desai,30,F
6774,8325,Nagaraj Murthy,26,F
6780,8335,Nagaraj Kulkarni,70,M
6782,8337,Pooja Patil,75,M
6784,8339,Pooja Naik,49,M
6787,8341,Rekha Kulkarni,71,F
6788,8341,Basavaraj Rao,41,M
6790,8343,Ravi Shetty,60,F
6792,8345,Bhavana Shetty,53,F
6796,8349,Anitha Hegde,66,M
6798,8353,Imran Desai,20,M
6799,8353,Rekha Reddy,56,M
6803,8359,Bhavana Hegde,29,F
6805,8361,Ravi Shetty,45,M
6806,8363,Chetan Bhat,21,F
6808,8365,Ravi Murthy,37,M
6812,8371,Shivakumar Iyengar,38,M
6814,8373,Manjunath Reddy,40,F
6816,8375,Lakshmi Shetty,23,M
6818,8377,Yashwanth Kumar,53,F
6820,8381,Chetan Bhat,65,F
6821,8383,Imran Gowda,5,M
6822,8383,Chetan Desai,50,F
6824,8385,Lakshmi Murthy,15,M
6825,8387,Pooja Desai,20,M
6826,8389,Nagaraj Kumar,35,M
6827,8391,Manjunath Gowda,9,M
6828,8391,Lakshmi Reddy,31,F
6831,8393,Rekha Gowda,23,F
6835,8399,Suresh Kulkarni,56,F
6836,8401,Rekha Kumar,50,M
6837,8401,Ashwini Hegde,30,F
6839,8403,Bhavana Kumar,40,M
6840,8403,Manjunath Hegde,21,M
6842,8405,Suresh Rao,22,M
6846,8411,Rekha Iyengar,12,M
6848,8413,Rekha Reddy,13,F
6850,8415,Suresh Gowda,23,F
6852,8417,Pooja Gowda,68,F
6854,8421,Pooja Shetty,12,F
6856,8427,Lakshmi Murthy,28,F
6857,8427,Rekha Gowda,75,M
6858,8433,Pooja Kulkarni,24,M
6860,8439,Manjunath Reddy,65,M
6861,8441,Vinutha Murthy,27,F
6863,8447,Manjunath Murthy,56,F
6865,8449,Yashwanth Prasad,74,F
6868,8453,Nagaraj Kumar,8,F
6870,8455,Deepak Bhat,23,M
6871,8455,Ravi Shetty,56,F
6874,8459,Anitha Naik,45,F
6875,8459,Yashwanth Bhat,61,M
6881,8467,Girish Gowda,67,F
6882,8469,Anitha Reddy,31,F
6885,8471,Anitha Desai,11,M
6887,8473,Yashwanth Naik,37,M
6888,8473,Pooja Reddy,65,M
6890,8475,Suresh Prasad,6,M
6893,8479,Suresh Naik,49,M
6894,8479,Rekha Murthy,40,F
6896,8481,Ravi Kumar,69,F
6898,8483,Ravi Reddy,34,M
6900,8485,Mary Kulkarni,38,F
6904,8489,Shivakumar Nayak,57,F
6907,8495,Kiran Nayak,50,M
6908,8495,Shivakumar Prasad,38,F
6912,8499,Mary Hegde,25,M
6914,8501,Prakash Murthy,22,F
6915,8503,Fatima Shetty,5,F
6917,8505,Ravi Prasad,54,F
6918,8505,Fatima Prasad,69,M
6922,8509,Suresh Murthy,10,M
6923,8509,Shivakumar Kulkarni,5,M
6925,8511,Ravi Hegde,32,M
6927,8515,Suresh Hegde,26,F
6928,8515,Girish Iyengar,69,F
6930,8517,Bhavana Bhat,12,F
6931,8521,Pooja Bhat,57,F
6932,8521,Nagaraj Desai,66,F
6933,8523,Anitha Gowda,71,F
6938,8529,Bhavana Hegde,7,M
6939,8529,Rekha Naik,69,M
6941,8531,Rekha Gowda,46,F
6944,8533,Manjunath Desai,42,F
6947,8537,Kiran Patil,44,F
6948,8541,Vinutha Murthy,57,M
6950,8545,Chetan Nayak,59,F
6951,8545,Manjunath Kulkarni,50,M
6956,8551,Prakash Kulkarni,28,M
6957,8553,Fatima Nayak,65,F
6959,8557,Ravi Kulkarni,63,F
6961,8559,Ravi Bhat,7,M
6962,8561,Manjunath Desai,12,M
6966,8567,Prakash Hegde,27,F
6968,8571,Imran Nayak,31,F
6970,8575,Bhavana Nayak,41,F
6971,8575,Girish Reddy,15,M
6973,8577,Ravi Shetty,13,M
6975,8579,Basavaraj Iyengar,75,F
6978,8585,Imran Patil,20,M
6979,8585,Suresh Kulkarni,44,M
6980,8589,Bhavana Hegde,41,F
6981,8591,Mary Naik,28,F
6982,8593,Prakash Desai,53,F
6983,8593,Nagaraj Kulkarni,10,M
6989,8603,Vinutha Murthy,42,F
6990,8605,Fatima Gowda,58,F
6991,8605,Lakshmi Murthy,73,M
6992,8607,Kiran Kulkarni,65,M
6994,8609,Manjunath Kumar,18,M
6996,8611,Rekha Rao,44,F
6998,8613,Prakash Naik,32,M
6999,8615,Lakshmi Patil,71,M
7000,8617,Anitha Hegde,44,F
7001,8617,Prakash Murthy,11,M
7003,8619,Mary Patil,62,F
7004,8619,Pooja Shetty,58,M
7007,8621,Imran Murthy,24,F
7008,8621,Bhavana Gowda,74,F
7011,8623,Manjunath Iyengar,13,F
7012,8623,Fatima Murthy,29,M
7015,8627,Mary Naik,43,M
7019,8633,Kiran Iyengar,22,M
7020,8635,Shivakumar Gowda,17,M
7025,8645,Imran Iyengar,74,F
7027,8649,Anitha Reddy,28,M
7029,8651,Rekha Hegde,17,M
7034,8655,Rekha Iyengar,11,M
7038,8659,Anitha Murthy,73,F
7042,8663,Yashwanth Hegde,67,M
7043,8663,Lakshmi Prasad,64,F
7047,8673,Joseph Rao,18,F
7048,8675,Ravi Murthy,20,F
7050,8677,Deepak Gowda,57,F
7051,8677,Kiran Gowda,32,M
7053,8679,Imran Shetty,33,F
7055,8683,Basavaraj Naik,16,F
7057,8685,Girish Desai,36,M
7060,8687,Fatima Iyengar,71,M
7064,8691,Rekha Hegde,66,M
7065,8691,Deepak Rao,28,M
7068,8693,Fatima Nayak,64,M
7071,8695,Shivakumar Naik,13,F
7076,8699,Prakash Prasad,72,F
7078,8701,Ravi Desai,17,F
7079,8705,Imran Rao,55,M
7081,8707,Lakshmi Kumar,69,F
7082,8707,Rekha Gowda,69,F
7084,8709,Yashwanth Hegde,39,F
7086,8711,Vinutha Shetty,70,M
7087,8711,Fatima Patil,73,M
7088,8713,Anitha Patil,10,F
7091,8715,Rekha Murthy,14,F
7094,8719,Joseph Hegde,75,M
7098,8725,Pooja Gowda,52,F
7099,8725,Ashwini Hegde,15,F
7101,8727,Pooja Kulkarni,35,M
7102,8729,Chetan Kulkarni,39,F
7103,8729,Suresh Desai,70,F
7105,8733,Anitha Rao,19,M
7108,8737,Yashwanth Shetty,40,F
7109,8741,Basavaraj Kumar,51,M
7111,8743,Lakshmi Prasad,15,F
7114,8747,Ashwini Iyengar,52,F
7116,8749,Ravi Prasad,30,M
7117,8749,Rekha Bhat,14,M
7118,8751,Yashwanth Reddy,41,F
7119,8753,Joseph Nayak,75,M
7120,8753,Vinutha Patil,39,M
7122,8755,Pooja Rao,22,F
7125,8757,Ravi Patil,74,F
7126,8759,Basavaraj Murthy,20,F
7129,8765,Imran Shetty,43,F
7130,8765,Basavaraj Desai,57,M
7132,8769,Girish Bhat,9,F
7134,8771,Chetan Gowda,71,M
7135,8773,Fatima Shetty,65,M
7138,8775,Basavaraj Patil,65,M
7139,8777,Yashwanth Reddy,35,M
7141,8781,Joseph Patil,57,F
7144,8785,Ravi Nayak,29,M
7145,8787,Imran Shetty,41,M
7147,8791,Pooja Reddy,31,F
7150,8795,Vinutha Kulkarni,37,F
7151,8795,Joseph Gowda,75,M
7153,8801,Ravi Patil,17,F
7154,8801,Mary Kulkarni,42,F
7156,8805,Lakshmi Kulkarni,15,F
7158,8809,Yashwanth Kulkarni,43,M
7160,8811,Imran Prasad,63,M
7161,8813,Lakshmi Patil,41,M
7163,8815,Manjunath Hegde,11,F
7164,8815,Lakshmi Rao,10,F
7166,8817,Ashwini Rao,69,F
7168,8819,Suresh Hegde,74,F
7171,8821,Fatima Naik,47,F
7173,8823,Manjunath Bhat,34,F
7175,8825,Ravi Murthy,34,F
7176,8827,Fatima Bhat,66,M
7177,8827,Pooja Patil,75,F
7179,8829,Kiran Patil,60,F
7183,8833,Prakash Naik,44,M
7184,8835,Girish Gowda,55,F
7186,8837,Suresh Rao,48,F
7187,8837,Mary Prasad,59,F
7190,8843,Vinutha Naik,22,F
7191,8843,Imran Hegde,19,M
7193,8849,Ravi Rao,18,F
7195,8851,Deepak Kulkarni,72,M
7196,8853,Kiran Shetty,68,F
7197,8855,Prakash Rao,51,F
7198,8855,Chetan Shetty,27,F
7200,8857,Joseph Kulkarni,25,M
7202,8861,Nagaraj Shetty,13,F
7205,8863,Manjunath Murthy,10,F
7207,8867,Kiran Reddy,39,F
7209,8869,Rekha Rao,64,F
7212,8871,Girish Hegde,58,F
7213,8871,Ravi Nayak,17,F
7214,8873,Imran Rao,69,M
7216,8875,Shivakumar Kumar,47,F
7217,8875,Vinutha Kumar,67,M
7219,8879,Kiran Bhat,59,M
7220,8879,Yashwanth Rao,69,F
7222,8883,Rekha Gowda,39,F
7225,8885,Imran Nayak,66,M
7226,8885,Joseph Hegde,71,M
7228,8887,Girish Kulkarni,5,F
7231,8891,Vinutha Shetty,29,F
7236,8899,Lakshmi Gowda,26,M
7239,8903,Mary Prasad,31,M
7241,8907,Basavaraj Shetty,27,M
7242,8909,Nagaraj Rao,42,M
7243,8909,Deepak Murthy,10,M
7245,8913,Yashwanth Iyengar,65,M
7246,8915,Joseph Naik,18,M
7248,8917,Lakshmi Iyengar,36,M
7251,8921,Chetan Desai,62,F
7252,8921,Bhavana Kumar,36,F
7259,8929,Ashwini Patil,31,M
7261,8931,Anitha Desai,47,M
7263,8933,Manjunath Murthy,29,F
7264,8935,Imran Patil,73,M
7265,8935,Manjunath Naik,27,F
7267,8937,Lakshmi Iyengar,8,F
7270,8941,Ashwini Shetty,25,F
7274,8947,Girish Gowda,46,M
7277,8949,Fatima Bhat,39,M
7280,8953,Ashwini Desai,13,M
7283,8957,Vinutha Rao,58,F
7284,8959,Shivakumar Desai,45,M
7287,8963,Shivakumar Patil,34,M
7289,8965,Yashwanth Rao,50,M
7292,8967,Deepak Murthy,41,F
7294,8969,Vinutha Iyengar,24,F
7296,8971,Basavaraj Desai,14,F
7297,8971,Vinutha Reddy,35,F
7300,8973,Deepak Murthy,13,M
7306,8981,Suresh Bhat,21,F
7309,8983,Basavaraj Naik,40,M
7312,8985,Pooja Iyengar,57,F
7315,8989,Ravi Naik,24,F
7316,8991,Vinutha Desai,40,M
7317,8993,Manjunath Desai,26,F
7319,8995,Vinutha Reddy,21,F
7320,8997,Vinutha Gowda,34,F
7322,8999,Joseph Desai,13,F
7324,9003,Kiran Reddy,67,M
7327,9007,Ashwini Murthy,18,F
7329,9009,Deepak Shetty,20,F
7330,9011,Ashwini Kumar,68,M
7332,9013,Bhavana Murthy,55,M
7334,9015,Rekha Prasad,53,F
7335,9015,Ashwini Prasad,61,M
7336,9017,Rekha Patil,37,F
7338,9019,Manjunath Gowda,6,M
7344,9027,Nagaraj Kulkarni,37,M
7346,9029,Mary Prasad,33,M
7347,9029,Lakshmi Patil,49,M
7349,9035,Nagaraj Kulkarni,49,F
7353,9039,Suresh Kulkarni,38,F
7355,9041,Deepak Kulkarni,36,M
7356,9041,Deepak Prasad,52,M
7357,9043,Chetan Hegde,32,F
7360,9047,Ravi Rao,34,F
