AccusedMasterID,CaseMasterID,CrimeNo,AccusedName,AgeYear,Gender,PersonID,RingID,DistrictName,CrimeSubHead
14591,6623,300010001202401788,Lakshmi Shetty,28,M,A2,0,Bengaluru City,Chit Fund Fraud
14595,6625,100070004202400388,Prakash Desai,46,M,A1,0,Kalaburagi,Domestic Violence
14599,6627,100070005202400389,Lakshmi Patil,18,F,A1,0,Kalaburagi,Murder
14600,6627,100070005202400389,Fatima Shetty,26,M,A2,0,Kalaburagi,Murder
14603,6629,100120006202400245,Chetan Patil,31,M,A1,0,Davanagere,Theft
14604,6629,100120006202400245,Basavaraj Gowda,49,M,A2,0,Davanagere,Theft
14605,6629,100120006202400245,Bhavana Patil,44,F,A3,0,Davanagere,Theft
14608,6631,100020005202400345,Mary Iyengar,21,M,A1,0,Bengaluru Rural,UPI Fraud
14609,6631,100020005202400345,Bhavana Kulkarni,26,M,A2,0,Bengaluru Rural,UPI Fraud
14610,6631,100020005202400345,Lakshmi Hegde,48,M,A3,0,Bengaluru Rural,UPI Fraud
14613,6633,100130005202400234,Lakshmi Prasad,54,M,A1,0,Udupi,Kidnapping
14614,6633,100130005202400234,Ashwini Desai,28,M,A2,0,Udupi,Kidnapping
14615,6633,100130005202400234,Prakash Prasad,34,F,A3,0,Udupi,Kidnapping
14617,6635,100100005202400268,Pooja Nayak,37,M,A1,0,Shivamogga,Chit Fund Fraud
14620,6637,100030005202400578,Ashwini Kulkarni,48,M,A1,0,Mysuru,Rioting
14621,6637,100030005202400578,Basavaraj Shetty,48,M,A2,0,Mysuru,Rioting
14622,6637,100030005202400578,Pooja Kulkarni,19,M,A3,0,Mysuru,Rioting
14623,6637,100030005202400578,Rekha Shetty,48,M,A4,3,Mysuru,Rioting
14624,6637,100030005202400578,Ravi Gowda,37,M,A5,0,Mysuru,Rioting
14627,6639,100070001202400390,Ravi Naik,30,M,A1,7,Kalaburagi,Attempt to Murder
14628,6639,100070001202400390,Basavaraj Reddy,18,M,A2,0,Kalaburagi,Attempt to Murder
14629,6639,100070001202400390,Suresh Gowda,52,M,A3,0,Kalaburagi,Attempt to Murder
14632,6641,100010004202401789,Joseph Reddy,46,M,A1,0,Bengaluru City,Ransomware
14633,6641,100010004202401789,Prakash Shetty,27,M,A2,0,Bengaluru City,Ransomware
14635,6643,100010004202401791,Imran Nayak,28,M,A1,0,Bengaluru City,Ransomware
14640,6645,100010004202401793,Suresh Patil,51,M,A1,0,Bengaluru City,Theft
14643,6647,100060002202400486,Pooja Kulkarni,37,M,A1,0,Belagavi,Theft
14646,6649,100090003202400328,Nagaraj Naik,26,F,A1,0,Vijayapura,Kidnapping
14647,6649,100090003202400328,Deepak Patil,19,M,A2,0,Vijayapura,Kidnapping
14648,6649,100090003202400328,Rekha Naik,44,M,A3,0,Vijayapura,Kidnapping
14651,6651,100070003202400391,Bhavana Rao,52,M,A1,0,Kalaburagi,Attempt to Murder
14652,6651,100070003202400391,Kiran Patil,39,M,A2,0,Kalaburagi,Attempt to Murder
14655,6653,400120005202400247,Basavaraj Reddy,33,M,A1,0,Davanagere,Murder
14656,6653,400120005202400247,Shivakumar Desai,38,M,A2,0,Davanagere,Murder
14662,6655,100120006202400248,Bhavana Nayak,57,M,A1,0,Davanagere,Rioting
14663,6655,100120006202400248,Deepak Naik,34,M,A2,0,Davanagere,Rioting
14664,6655,100120006202400248,Suresh Nayak,48,F,A3,0,Davanagere,Rioting
14665,6655,100120006202400248,Prakash Kulkarni,36,M,A4,0,Davanagere,Rioting
14666,6655,100120006202400248,Pooja Murthy,41,M,A5,0,Davanagere,Rioting
14670,6657,100010001202401798,Chetan Bhat,41,M,A1,0,Bengaluru City,Theft
14671,6657,100010001202401798,Deepak Desai,40,M,A2,0,Bengaluru City,Theft
14672,6657,100010001202401798,Imran Murthy,53,M,A3,0,Bengaluru City,Theft
14676,6659,100130005202400236,Suresh Shetty,30,M,A1,0,Udupi,Kidnapping
14679,6661,100020003202400348,Ashwini Murthy,23,M,A1,0,Bengaluru Rural,Dacoity
14683,6663,300100005202400269,Manjunath Patil,51,M,A1,0,Shivamogga,Robbery
14684,6663,300100005202400269,Mary Naik,42,F,A2,0,Shivamogga,Robbery
14685,6663,300100005202400269,Bhavana Bhat,38,M,A3,0,Shivamogga,Robbery
14689,6665,100010002202401799,Prakash Gowda,40,M,A1,0,Bengaluru City,Theft
14690,6665,100010002202401799,Pooja Naik,18,F,A2,0,Bengaluru City,Theft
14691,6665,100010002202401799,Prakash Prasad,46,M,A3,0,Bengaluru City,Theft
14693,6667,100010004202401800,Nagaraj Nayak,36,M,A1,0,Bengaluru City,Chit Fund Fraud
14694,6667,100010004202401800,Bhavana Gowda,38,F,A2,0,Bengaluru City,Chit Fund Fraud
14698,6669,100070001202400392,Vinutha Rao,57,M,A1,0,Kalaburagi,UPI Fraud
14701,6671,100060002202400487,Basavaraj Rao,35,M,A1,0,Belagavi,Trafficking NDPS
14703,6673,100110003202400371,Joseph Patil,37,M,A1,0,Tumakuru,Dacoity
14707,6675,100030003202400585,Deepak Naik,37,M,A1,0,Mysuru,Motor Vehicle Theft
14709,6677,100020005202400349,Imran Prasad,29,M,A1,0,Bengaluru Rural,Burglary
14710,6677,100020005202400349,Vinutha Prasad,36,F,A2,0,Bengaluru Rural,Burglary
14714,6679,100010001202401801,Yashwanth Patil,42,M,A1,0,Bengaluru City,Dowry Harassment
14715,6679,100010001202401801,Manjunath Kulkarni,30,M,A2,0,Bengaluru City,Dowry Harassment
14717,6681,800090005202400329,Chetan Kulkarni,37,M,A1,0,Vijayapura,Grievous Hurt
14720,6683,100010004202401802,Prakash Prasad,24,M,A1,0,Bengaluru City,Dacoity
14722,6685,100010001202401804,Bhavana Murthy,55,M,A1,0,Bengaluru City,Motor Vehicle Theft
14723,6685,100010001202401804,Fatima Bhat,40,M,A2,0,Bengaluru City,Motor Vehicle Theft
14727,6687,300010004202401805,Rekha Desai,52,M,A1,0,Bengaluru City,Kidnapping
14728,6687,300010004202401805,Rekha Shetty,29,M,A2,0,Bengaluru City,Kidnapping
14730,6689,100030006202400587,Vinutha Hegde,42,M,A1,0,Mysuru,Theft
14731,6689,100030006202400587,Manjunath Naik,23,M,A2,0,Mysuru,Theft
14734,6691,800060004202400490,Shivakumar Murthy,54,M,A1,0,Belagavi,Kidnapping
14735,6691,800060004202400490,Lakshmi Desai,23,M,A2,0,Belagavi,Kidnapping
14739,6693,100010001202401807,Anitha Murthy,23,F,A1,0,Bengaluru City,Dacoity
14740,6693,100010001202401807,Kiran Shetty,52,F,A2,0,Bengaluru City,Dacoity
14742,6695,100070004202400393,Deepak Patil,29,M,A1,0,Kalaburagi,Attempt to Murder
14743,6695,100070004202400393,Shivakumar Patil,36,M,A2,0,Kalaburagi,Attempt to Murder
14747,6697,100090004202400331,Rekha Bhat,47,M,A1,0,Vijayapura,Unlawful Assembly
14748,6697,100090004202400331,Girish Hegde,53,M,A2,0,Vijayapura,Unlawful Assembly
14751,6699,100060001202400491,Ravi Rao,29,F,A1,0,Belagavi,Trafficking NDPS
14752,6699,100060001202400491,Mary Reddy,24,M,A2,0,Belagavi,Trafficking NDPS
14753,6699,100060001202400491,Prakash Murthy,51,M,A3,0,Belagavi,Trafficking NDPS
14755,6701,100100001202400272,Bhavana Naik,22,F,A1,0,Shivamogga,Rioting
14756,6701,100100001202400272,Vinutha Murthy,48,M,A2,0,Shivamogga,Rioting
14757,6701,100100001202400272,Ravi Iyengar,43,M,A3,0,Shivamogga,Rioting
14761,6703,100150002202400278,Ashwini Kulkarni,41,M,A1,0,Raichur,Money Laundering
14762,6703,100150002202400278,Pooja Murthy,38,M,A2,0,Raichur,Money Laundering
14764,6705,100140005202400322,Prakash Desai,23,M,A1,0,Hassan,Robbery
14765,6705,100140005202400322,Manjunath Iyengar,28,M,A2,0,Hassan,Robbery
14768,6707,100040002202400322,Vinutha Shetty,44,M,A1,0,Mangaluru (DK),Grievous Hurt
14771,6709,100020001202400353,Kiran Rao,54,M,A1,0,Bengaluru Rural,Money Laundering
14772,6709,100020001202400353,Pooja Murthy,21,M,A2,0,Bengaluru Rural,Money Laundering
14774,6711,100030004202400589,Shivakumar Murthy,39,M,A1,0,Mysuru,Dacoity
14777,6713,100010002202401810,Rekha Nayak,19,M,A1,0,Bengaluru City,Possession NDPS
14781,6715,100010001202401811,Lakshmi Patil,24,M,A1,0,Bengaluru City,Dowry Harassment
14785,6717,100150001202400279,Nagaraj Desai,19,M,A1,0,Raichur,Criminal Breach of Trust
14786,6717,100150001202400279,Anitha Kumar,34,F,A2,0,Raichur,Criminal Breach of Trust
14787,6717,100150001202400279,Prakash Prasad,40,F,A3,0,Raichur,Criminal Breach of Trust
14789,6719,100010001202401812,Chetan Reddy,31,M,A1,0,Bengaluru City,Theft
14795,6721,800010001202401814,Suresh Desai,27,M,A1,0,Bengaluru City,Criminal Breach of Trust
14797,6723,100010001202401815,Nagaraj Iyengar,47,M,A1,0,Bengaluru City,Grievous Hurt
14798,6723,100010001202401815,Joseph Gowda,53,M,A2,0,Bengaluru City,Grievous Hurt
14800,6725,100140002202400323,Nagaraj Kulkarni,31,M,A1,0,Hassan,Grievous Hurt
14802,6727,100010004202401817,Rekha Rao,32,M,A1,0,Bengaluru City,Motor Vehicle Theft
14805,6729,300070001202400395,Ashwini Bhat,21,M,A1,0,Kalaburagi,Attempt to Murder
14808,6731,100120003202400249,Fatima Kulkarni,24,M,A1,3,Davanagere,Dacoity
14809,6731,100120003202400249,Lakshmi Nayak,29,M,A2,3,Davanagere,Dacoity
14813,6733,100060002202400492,Yashwanth Patil,30,M,A1,0,Belagavi,Murder
14814,6733,100060002202400492,Imran Murthy,29,F,A2,0,Belagavi,Murder
14818,6735,100030004202400592,Kiran Desai,49,M,A1,0,Mysuru,Attempt to Murder
14819,6735,100030004202400592,Shivakumar Kumar,30,M,A2,0,Mysuru,Attempt to Murder
14823,6737,100070001202400397,Vinutha Iyengar,25,M,A1,0,Kalaburagi,Chit Fund Fraud
14828,6739,100010004202401818,Chetan Shetty,38,M,A1,0,Bengaluru City,Murder
14829,6739,100010004202401818,Vinutha Reddy,50,M,A2,0,Bengaluru City,Murder
14832,6741,100030004202400594,Kiran Reddy,18,F,A1,0,Mysuru,Rioting
14833,6741,100030004202400594,Manjunath Reddy,32,F,A2,0,Mysuru,Rioting
14834,6741,100030004202400594,Imran Kumar,39,M,A3,0,Mysuru,Rioting
14836,6743,100020003202400355,Rekha Gowda,35,F,A1,0,Bengaluru Rural,Domestic Violence
14839,6745,100110004202400373,Shivakumar Reddy,36,M,A1,0,Tumakuru,Dacoity
14840,6745,100110004202400373,Deepak Shetty,19,M,A2,0,Tumakuru,Dacoity
14841,6745,100110004202400373,Bhavana Murthy,24,M,A3,0,Tumakuru,Dacoity
14845,6747,100100005202400274,Shivakumar Hegde,54,M,A1,0,Shivamogga,Kidnapping
14846,6747,100100005202400274,Mary Naik,21,M,A2,7,Shivamogga,Kidnapping
14847,6747,100100005202400274,Imran Kumar,39,M,A3,0,Shivamogga,Kidnapping
14851,6749,400150002202400280,Pooja Rao,30,F,A1,0,Raichur,Grievous Hurt
14852,6749,400150002202400280,Shivakumar Iyengar,46,M,A2,0,Raichur,Grievous Hurt
14853,6749,400150002202400280,Yashwanth Kulkarni,52,M,A3,0,Raichur,Grievous Hurt
14856,6751,100010001202401824,Yashwanth Kulkarni,54,M,A1,0,Bengaluru City,Assault on Woman
14857,6751,100010001202401824,Ashwini Reddy,32,M,A2,0,Bengaluru City,Assault on Woman
14861,6753,100010001202401825,Suresh Patil,49,M,A1,0,Bengaluru City,Dacoity
14862,6753,100010001202401825,Chetan Kulkarni,28,M,A2,0,Bengaluru City,Dacoity
14868,6755,100010003202401827,Joseph Kumar,32,M,A1,0,Bengaluru City,Attempt to Murder
14870,6757,100030005202400595,Anitha Murthy,34,M,A1,0,Mysuru,Chit Fund Fraud
14873,6759,400010004202401828,Shivakumar Desai,36,M,A1,0,Bengaluru City,Dowry Harassment
14877,6761,100070001202400398,Lakshmi Hegde,43,F,A1,0,Kalaburagi,Grievous Hurt
14878,6761,100070001202400398,Pooja Desai,35,M,A2,0,Kalaburagi,Grievous Hurt
14882,6763,100120003202400250,Bhavana Naik,44,M,A1,3,Davanagere,Criminal Breach of Trust
14883,6763,100120003202400250,Joseph Patil,35,M,A2,3,Davanagere,Criminal Breach of Trust
14886,6765,100040002202400324,Suresh Iyengar,41,M,A1,0,Mangaluru (DK),Assault on Woman
14887,6765,100040002202400324,Prakash Bhat,18,F,A2,0,Mangaluru (DK),Assault on Woman
14889,6767,100150001202400282,Basavaraj Bhat,26,M,A1,0,Raichur,Kidnapping
14890,6767,100150001202400282,Imran Naik,44,M,A2,0,Raichur,Kidnapping
14894,6769,100010002202401830,Shivakumar Iyengar,21,M,A1,0,Bengaluru City,Theft
14896,6771,400010004202401831,Prakash Patil,41,F,A1,0,Bengaluru City,Dacoity
14899,6773,100150003202400283,Vinutha Desai,21,M,A1,0,Raichur,Dacoity
14900,6773,100150003202400283,Fatima Rao,41,M,A2,0,Raichur,Dacoity
14901,6773,100150003202400283,Anitha Reddy,28,M,A3,0,Raichur,Dacoity
14905,6775,800010001202401832,Chetan Shetty,22,M,A1,0,Bengaluru City,Chit Fund Fraud
14909,6777,400040002202400325,Ashwini Iyengar,41,M,A1,4,Mangaluru (DK),Attempt to Murder
14910,6777,400040002202400325,Pooja Shetty,41,M,A2,0,Mangaluru (DK),Attempt to Murder
14913,6779,100030002202400596,Ashwini Kulkarni,26,M,A1,0,Mysuru,Online Fraud
14917,6781,100150006202400285,Girish Murthy,24,M,A1,0,Raichur,Robbery
14918,6781,100150006202400285,Pooja Kulkarni,19,M,A2,0,Raichur,Robbery
14919,6781,100150006202400285,Imran Hegde,39,M,A3,0,Raichur,Robbery
14921,6783,800150004202400286,Imran Iyengar,47,M,A1,0,Raichur,Kidnapping
14922,6783,800150004202400286,Suresh Nayak,23,M,A2,0,Raichur,Kidnapping
14925,6785,100030003202400597,Yashwanth Kulkarni,34,M,A1,0,Mysuru,Robbery
14926,6785,100030003202400597,Anitha Prasad,21,M,A2,0,Mysuru,Robbery
14927,6785,100030003202400597,Joseph Desai,36,M,A3,0,Mysuru,Robbery
14929,6787,100010002202401835,Ashwini Shetty,49,M,A1,0,Bengaluru City,Burglary
14930,6787,100010002202401835,Basavaraj Patil,41,M,A2,0,Bengaluru City,Burglary
14933,6789,400100001202400276,Chetan Murthy,23,M,A1,0,Shivamogga,Motor Vehicle Theft
14934,6789,400100001202400276,Chetan Murthy,39,F,A2,0,Shivamogga,Motor Vehicle Theft
14936,6791,100070002202400400,Manjunath Desai,33,F,A1,0,Kalaburagi,Grievous Hurt
14937,6791,100070002202400400,Joseph Patil,40,M,A2,0,Kalaburagi,Grievous Hurt
14941,6793,100030001202400598,Yashwanth Bhat,42,M,A1,0,Mysuru,Burglary
14942,6793,100030001202400598,Shivakumar Rao,23,M,A2,0,Mysuru,Burglary
14943,6793,100030001202400598,Pooja Kumar,43,M,A3,0,Mysuru,Burglary
14945,6795,100010001202401837,Anitha Shetty,37,M,A1,0,Bengaluru City,Chit Fund Fraud
14947,6797,100140003202400324,Manjunath Nayak,23,M,A1,5,Hassan,Unlawful Assembly
14948,6797,100140003202400324,Nagaraj Kulkarni,47,M,A2,0,Hassan,Unlawful Assembly
14949,6797,100140003202400324,Lakshmi Prasad,43,M,A3,0,Hassan,Unlawful Assembly
14950,6797,100140003202400324,Anitha Gowda,36,M,A4,0,Hassan,Unlawful Assembly
14954,6799,100050006202400420,Deepak Iyengar,24,M,A1,0,Hubballi-Dharwad,Murder
14955,6799,100050006202400420,Manjunath Bhat,20,M,A2,0,Hubballi-Dharwad,Murder
14959,6801,100010004202401838,Yashwanth Bhat,34,M,A1,0,Bengaluru City,Cheating
14960,6801,100010004202401838,Joseph Prasad,22,M,A2,0,Bengaluru City,Cheating
14963,6803,100080004202400283,Ravi Hegde,22,M,A1,0,Ballari,Cheating
14967,6805,100140006202400325,Ravi Prasad,37,M,A1,0,Hassan,Robbery
14968,6805,100140006202400325,Manjunath Hegde,43,M,A2,0,Hassan,Robbery
14972,6807,100130005202400240,Nagaraj Naik,26,M,A1,0,Udupi,Dacoity
14973,6807,100130005202400240,Anitha Patil,53,M,A2,0,Udupi,Dacoity
14977,6809,100030002202400601,Kiran Nayak,23,F,A1,0,Mysuru,UPI Fraud
14978,6809,100030002202400601,Rekha Patil,28,M,A2,0,Mysuru,UPI Fraud
14979,6809,100030002202400601,Imran Patil,18,M,A3,0,Mysuru,UPI Fraud
14983,6811,100140001202400326,Pooja Shetty,29,F,A1,0,Hassan,Grievous Hurt
14984,6811,100140001202400326,Pooja Gowda,49,M,A2,0,Hassan,Grievous Hurt
14986,6813,400060002202400499,Bhavana Reddy,36,M,A1,0,Belagavi,Rioting
14987,6813,400060002202400499,Pooja Reddy,52,M,A2,0,Belagavi,Rioting
14989,6815,100090001202400336,Mary Bhat,38,M,A1,0,Vijayapura,Burglary
14990,6815,100090001202400336,Deepak Kulkarni,51,M,A2,0,Vijayapura,Burglary
14991,6815,100090001202400336,Lakshmi Gowda,35,M,A3,0,Vijayapura,Burglary
14995,6817,100080003202400284,Pooja Shetty,25,M,A1,0,Ballari,Rioting
14996,6817,100080003202400284,Ravi Iyengar,20,M,A2,0,Ballari,Rioting
15001,6819,100080001202400285,Rekha Patil,30,M,A1,0,Ballari,UPI Fraud
15002,6819,100080001202400285,Prakash Patil,30,M,A2,0,Ballari,UPI Fraud
15005,6821,100010004202401841,Nagaraj Kulkarni,24,M,A1,0,Bengaluru City,Online Fraud
15006,6821,100010004202401841,Yashwanth Shetty,53,M,A2,0,Bengaluru City,Online Fraud
15007,6821,100010004202401841,Nagaraj Nayak,45,M,A3,0,Bengaluru City,Online Fraud
15010,6823,100060003202400501,Lakshmi Shetty,18,M,A1,0,Belagavi,Trafficking NDPS
15012,6825,100140004202400327,Fatima Iyengar,23,M,A1,0,Hassan,Motor Vehicle Theft
15013,6825,100140004202400327,Shivakumar Hegde,33,M,A2,1,Hassan,Motor Vehicle Theft
15017,6827,100130001202400242,Bhavana Gowda,37,F,A1,0,Udupi,Theft
15018,6827,100130001202400242,Basavaraj Kulkarni,52,F,A2,0,Udupi,Theft
15022,6829,100100001202400277,Mary Naik,46,M,A1,0,Shivamogga,Kidnapping
15023,6829,100100001202400277,Girish Nayak,46,M,A2,0,Shivamogga,Kidnapping
15024,6829,100100001202400277,Ashwini Iyengar,29,M,A3,0,Shivamogga,Kidnapping
15026,6831,100110003202400377,Bhavana Nayak,33,F,A1,0,Tumakuru,Dowry Harassment
15027,6831,100110003202400377,Shivakumar Shetty,42,M,A2,0,Tumakuru,Dowry Harassment
15032,6833,100060001202400502,Vinutha Desai,18,M,A1,0,Belagavi,Unlawful Assembly
15033,6833,100060001202400502,Joseph Desai,53,M,A2,0,Belagavi,Unlawful Assembly
15034,6833,100060001202400502,Chetan Rao,44,M,A3,0,Belagavi,Unlawful Assembly
15035,6833,100060001202400502,Chetan Reddy,20,M,A4,0,Belagavi,Unlawful Assembly
15037,6835,100080004202400286,Chetan Kulkarni,28,M,A1,0,Ballari,Possession NDPS
15042,6837,100030005202400605,Anitha Desai,20,M,A1,0,Mysuru,Dacoity
15043,6837,100030005202400605,Pooja Prasad,49,M,A2,0,Mysuru,Dacoity
15047,6839,100070002202400403,Fatima Hegde,19,M,A1,0,Kalaburagi,Unlawful Assembly
15048,6839,100070002202400403,Chetan Iyengar,38,M,A2,0,Kalaburagi,Unlawful Assembly
15049,6839,100070002202400403,Fatima Bhat,33,M,A3,0,Kalaburagi,Unlawful Assembly
15050,6839,100070002202400403,Joseph Kulkarni,27,M,A4,0,Kalaburagi,Unlawful Assembly
15052,6841,300060002202400504,Suresh Kumar,21,M,A1,0,Belagavi,Theft
15053,6841,300060002202400504,Fatima Prasad,24,M,A2,0,Belagavi,Theft
15054,6841,300060002202400504,Suresh Bhat,35,M,A3,0,Belagavi,Theft
15058,6843,100070003202400404,Anitha Desai,34,M,A1,0,Kalaburagi,Ransomware
15059,6843,100070003202400404,Shivakumar Patil,52,F,A2,0,Kalaburagi,Ransomware
15062,6845,100060002202400505,Ravi Rao,22,F,A1,0,Belagavi,Identity Theft
15063,6845,100060002202400505,Vinutha Shetty,40,M,A2,0,Belagavi,Identity Theft
15064,6845,100060002202400505,Manjunath Desai,27,M,A3,0,Belagavi,Identity Theft
15066,6847,100110006202400378,Girish Desai,26,M,A1,0,Tumakuru,Assault on Woman
15067,6847,100110006202400378,Yashwanth Gowda,19,M,A2,0,Tumakuru,Assault on Woman
15068,6847,100110006202400378,Manjunath Bhat,37,M,A3,0,Tumakuru,Assault on Woman
15072,6849,100150001202400287,Ashwini Iyengar,53,M,A1,0,Raichur,Rioting
15073,6849,100150001202400287,Manjunath Shetty,45,M,A2,0,Raichur,Rioting
15074,6849,100150001202400287,Kiran Hegde,39,M,A3,0,Raichur,Rioting
15077,6851,100090003202400340,Suresh Hegde,36,M,A1,0,Vijayapura,Dacoity
15078,6851,100090003202400340,Joseph Nayak,48,M,A2,0,Vijayapura,Dacoity
15079,6851,100090003202400340,Deepak Prasad,52,M,A3,0,Vijayapura,Dacoity
15082,6853,100010003202401845,Ashwini Desai,22,M,A1,0,Bengaluru City,Burglary
15083,6853,100010003202401845,Chetan Bhat,49,M,A2,0,Bengaluru City,Burglary
15087,6855,100080003202400289,Shivakumar Rao,56,M,A1,0,Ballari,Unlawful Assembly
15088,6855,100080003202400289,Nagaraj Reddy,43,M,A2,0,Ballari,Unlawful Assembly
15089,6855,100080003202400289,Imran Patil,20,F,A3,0,Ballari,Unlawful Assembly
15090,6855,100080003202400289,Mary Kumar,27,M,A4,0,Ballari,Unlawful Assembly
15094,6857,100010002202401846,Suresh Patil,41,M,A1,0,Bengaluru City,Assault on Woman
15095,6857,100010002202401846,Joseph Iyengar,20,M,A2,0,Bengaluru City,Assault on Woman
15098,6859,100060004202400506,Imran Kulkarni,31,M,A1,0,Belagavi,Motor Vehicle Theft
15099,6859,100060004202400506,Basavaraj Hegde,36,M,A2,0,Belagavi,Motor Vehicle Theft
15100,6859,100060004202400506,Basavaraj Kumar,55,M,A3,0,Belagavi,Motor Vehicle Theft
15102,6861,100030003202400606,Kiran Prasad,34,M,A1,0,Mysuru,Attempt to Murder
15103,6861,100030003202400606,Mary Iyengar,32,M,A2,0,Mysuru,Attempt to Murder
15106,6863,100100006202400279,Lakshmi Kumar,33,M,A1,0,Shivamogga,Kidnapping
15107,6863,100100006202400279,Girish Patil,38,M,A2,0,Shivamogga,Kidnapping
15108,6863,100100006202400279,Nagaraj Nayak,44,M,A3,0,Shivamogga,Kidnapping
15111,6865,800010004202401849,Girish Patil,52,M,A1,0,Bengaluru City,Motor Vehicle Theft
15112,6865,800010004202401849,Ravi Kumar,19,M,A2,0,Bengaluru City,Motor Vehicle Theft
15115,6867,100030002202400607,Anitha Murthy,51,M,A1,0,Mysuru,Theft
15118,6869,100150005202400288,Deepak Prasad,38,F,A1,0,Raichur,Dacoity
15119,6869,100150005202400288,Bhavana Shetty,28,F,A2,0,Raichur,Dacoity
15121,6871,100050004202400421,Prakash Prasad,46,M,A1,0,Hubballi-Dharwad,Dowry Harassment
15122,6871,100050004202400421,Vinutha Nayak,31,M,A2,0,Hubballi-Dharwad,Dowry Harassment
15124,6873,100060003202400507,Ashwini Desai,31,M,A1,0,Belagavi,Grievous Hurt
15125,6873,100060003202400507,Anitha Nayak,34,M,A2,0,Belagavi,Grievous Hurt
15126,6873,100060003202400507,Rekha Gowda,35,M,A3,0,Belagavi,Grievous Hurt
15129,6875,100010001202401852,Joseph Gowda,33,M,A1,0,Bengaluru City,Attempt to Murder
15130,6875,100010001202401852,Ashwini Naik,51,M,A2,0,Bengaluru City,Attempt to Murder
15131,6875,100010001202401852,Fatima Patil,27,M,A3,0,Bengaluru City,Attempt to Murder
15134,6877,800130002202400244,Imran Bhat,29,M,A1,0,Udupi,Murder
15138,6879,100010001202401854,Chetan Nayak,41,M,A1,0,Bengaluru City,Cheating
15142,6881,100010003202401856,Basavaraj Gowda,20,M,A1,0,Bengaluru City,Trafficking NDPS
15143,6881,100010003202401856,Basavaraj Kulkarni,54,F,A2,0,Bengaluru City,Trafficking NDPS
15145,6883,100080003202400290,Ravi Nayak,52,M,A1,0,Ballari,Criminal Breach of Trust
15146,6883,100080003202400290,Girish Naik,22,M,A2,0,Ballari,Criminal Breach of Trust
15150,6885,100010002202401858,Nagaraj Iyengar,57,M,A1,0,Bengaluru City,Assault on Woman
15151,6885,100010002202401858,Lakshmi Rao,41,M,A2,0,Bengaluru City,Assault on Woman
15152,6885,100010002202401858,Vinutha Kulkarni,51,M,A3,0,Bengaluru City,Assault on Woman
15155,6887,100010001202401860,Nagaraj Naik,45,F,A1,0,Bengaluru City,Assault on Woman
15156,6887,100010001202401860,Chetan Kulkarni,37,M,A2,0,Bengaluru City,Assault on Woman
15159,6889,100060003202400508,Basavaraj Murthy,30,M,A1,0,Belagavi,Rioting
15160,6889,100060003202400508,Joseph Reddy,55,M,A2,0,Belagavi,Rioting
15161,6889,100060003202400508,Basavaraj Desai,30,M,A3,0,Belagavi,Rioting
15162,6889,100060003202400508,Suresh Patil,38,M,A4,0,Belagavi,Rioting
15163,6889,100060003202400508,Mary Desai,32,M,A5,0,Belagavi,Rioting
15167,6891,100060001202400509,Rekha Hegde,54,M,A1,0,Belagavi,Ransomware
15171,6893,100010004202401861,Prakash Kulkarni,36,M,A1,0,Bengaluru City,Dacoity
15172,6893,100010004202401861,Ravi Patil,43,M,A2,0,Bengaluru City,Dacoity
15174,6895,100030002202400608,Lakshmi Hegde,28,M,A1,0,Mysuru,Grievous Hurt
15175,6895,100030002202400608,Shivakumar Gowda,33,M,A2,0,Mysuru,Grievous Hurt
15178,6897,100020001202400358,Nagaraj Murthy,26,M,A1,0,Bengaluru Rural,Burglary
15179,6897,100020001202400358,Anitha Hegde,34,M,A2,0,Bengaluru Rural,Burglary
15183,6899,100060004202400510,Rekha Shetty,41,M,A1,0,Belagavi,Rioting
15184,6899,100060004202400510,Deepak Kulkarni,51,M,A2,0,Belagavi,Rioting
15185,6899,100060004202400510,Vinutha Naik,21,M,A3,0,Belagavi,Rioting
15186,6899,100060004202400510,Rekha Hegde,30,M,A4,0,Belagavi,Rioting
15187,6899,100060004202400510,Pooja Kulkarni,48,M,A5,0,Belagavi,Rioting
15190,6901,300060003202400511,Pooja Naik,20,M,A1,0,Belagavi,Attempt to Murder
15194,6903,100090004202400341,Joseph Prasad,41,M,A1,0,Vijayapura,Rioting
15195,6903,100090004202400341,Nagaraj Gowda,20,M,A2,0,Vijayapura,Rioting
15196,6903,100090004202400341,Yashwanth Iyengar,44,F,A3,0,Vijayapura,Rioting
15197,6903,100090004202400341,Pooja Iyengar,35,M,A4,5,Vijayapura,Rioting
15198,6903,100090004202400341,Shivakumar Hegde,23,M,A5,0,Vijayapura,Rioting
15201,6905,300060001202400512,Ashwini Hegde,19,M,A1,0,Belagavi,Burglary
15202,6905,300060001202400512,Fatima Kulkarni,24,M,A2,3,Belagavi,Burglary
15206,6907,100030001202400609,Girish Kulkarni,22,M,A1,0,Mysuru,Grievous Hurt
15207,6907,100030001202400609,Vinutha Desai,20,M,A2,0,Mysuru,Grievous Hurt
15208,6907,100030001202400609,Ashwini Rao,20,M,A3,0,Mysuru,Grievous Hurt
15211,6909,100090004202400342,Vinutha Kumar,24,M,A1,0,Vijayapura,Rioting
15212,6909,100090004202400342,Shivakumar Hegde,54,M,A2,0,Vijayapura,Rioting
15213,6909,100090004202400342,Ravi Patil,26,M,A3,0,Vijayapura,Rioting
