ArrestID,CaseMasterID,AccusedMasterID,AccusedName,ArrestType,ArrestDate,DistrictName,IOName
5080,8507,0,Chetan Reddy,Arrest,2024-07-20,Bengaluru City,Bhavana Naik
5083,8511,0,Suresh Hegde,Arrest,2024-07-20,Tumakuru,Manjunath Reddy
5085,8515,0,Ravi Naik,Arrest,2024-07-20,Udupi,Girish Nayak
5088,8519,0,Imran Reddy,Arrest,2024-07-20,Bengaluru City,Suresh Prasad
5090,8521,0,Chetan Desai,Arrest,2024-07-20,Tumakuru,Girish Murthy
5091,8523,0,Ravi Murthy,Arrest,2024-07-20,Vijayapura,Anitha Patil
5094,8533,0,Ashwini Desai,Arrest,2024-07-21,Mangaluru (DK),Bhavana Rao
5096,8535,0,Deepak Kulkarni,Arrest,2024-07-21,Kalaburagi,Joseph Kumar
5097,8537,0,Ashwini Bhat,Arrest,2024-07-21,Mangaluru (DK),Rekha Murthy
5098,8539,0,Joseph Kumar,Surrender,2024-07-21,Bengaluru Rural,Pooja Kulkarni
5101,8543,0,Girish Iyengar,Arrest,2024-07-21,Bengaluru City,Ashwini Kulkarni
5102,8545,0,Anitha Desai,Arrest,2024-07-21,Raichur,Joseph Gowda
5104,8547,0,Kiran Hegde,Arrest,2024-07-21,Hubballi-Dharwad,Lakshmi Iyengar
5106,8549,0,Joseph Shetty,Surrender,2024-07-21,Mangaluru (DK),Prakash Gowda
5107,8551,0,Shivakumar Prasad,Arrest,2024-07-21,Bengaluru City,Girish Iyengar
5109,8553,0,Ravi Desai,Arrest,2024-07-21,Bengaluru Rural,Ashwini Rao
5112,8557,0,Prakash Naik,Arrest,2024-07-21,Belagavi,Kiran Hegde
5114,8559,0,Bhavana Desai,Arrest,2024-07-21,Hassan,Girish Rao
5116,8561,0,Nagaraj Shetty,Arrest,2024-07-21,Shivamogga,Imran Naik
5118,8563,0,Basavaraj Shetty,Arrest,2024-07-21,Hassan,Mary Rao
5121,8569,0,Shivakumar Reddy,Surrender,2024-07-22,Bengaluru City,Rekha Iyengar
5123,8571,0,Ravi Reddy,Arrest,2024-07-22,Bengaluru City,Vinutha Patil
5125,8573,0,Prakash Bhat,Arrest,2024-07-22,Bengaluru City,Yashwanth Hegde
5126,8575,0,Shivakumar Kulkarni,Surrender,2024-07-22,Shivamogga,Suresh Patil
5127,8581,0,Joseph Bhat,Arrest,2024-07-22,Raichur,Deepak Kumar
5129,8583,0,Girish Prasad,Arrest,2024-07-22,Shivamogga,Suresh Reddy
5131,8585,0,Pooja Gowda,Arrest,2024-07-22,Shivamogga,Kiran Kulkarni
5135,8595,0,Girish Reddy,Surrender,2024-07-22,Bengaluru City,Rekha Kulkarni
5137,8597,0,Chetan Rao,Arrest,2024-07-22,Mysuru,Chetan Desai
5142,8607,0,Suresh Nayak,Arrest,2024-07-22,Bengaluru Rural,Ravi Bhat
5144,8609,0,Rekha Murthy,Arrest,2024-07-22,Bengaluru City,Vinutha Desai
5147,8613,0,Mary Bhat,Arrest,2024-07-22,Raichur,Anitha Murthy
5149,8615,0,Chetan Iyengar,Arrest,2024-07-23,Shivamogga,Shivakumar Shetty
5151,8617,0,Kiran Patil,Surrender,2024-07-23,Bengaluru Rural,Ashwini Desai
5152,8619,0,Basavaraj Kumar,Arrest,2024-07-23,Ballari,Rekha Gowda
5156,8635,0,Bhavana Desai,Arrest,2024-07-23,Kalaburagi,Prakash Patil
5159,8639,0,Ravi Nayak,Surrender,2024-07-23,Hubballi-Dharwad,Nagaraj Shetty
5161,8641,0,Rekha Prasad,Arrest,2024-07-23,Bengaluru City,Mary Prasad
5163,8643,0,Rekha Murthy,Arrest,2024-07-23,Shivamogga,Nagaraj Shetty
5165,8645,0,Prakash Hegde,Surrender,2024-07-23,Bengaluru City,Kiran Nayak
5168,8649,0,Manjunath Desai,Arrest,2024-07-23,Bengaluru City,Chetan Desai
5170,8651,0,Yashwanth Kulkarni,Arrest,2024-07-23,Davanagere,Pooja Nayak
5172,8653,0,Chetan Gowda,Arrest,2024-07-23,Bengaluru City,Ashwini Hegde
5174,8657,0,Suresh Nayak,Arrest,2024-07-24,Bengaluru City,Rekha Nayak
5176,8661,0,Suresh Prasad,Arrest,2024-07-24,Kalaburagi,Yashwanth Patil
5178,8663,0,Shivakumar Murthy,Arrest,2024-07-24,Bengaluru City,Lakshmi Patil
5181,8667,0,Basavaraj Patil,Arrest,2024-07-24,Belagavi,Pooja Bhat
5182,8669,0,Nagaraj Hegde,Arrest,2024-07-24,Bengaluru Rural,Ravi Naik
5184,8671,0,Joseph Nayak,Arrest,2024-07-24,Ballari,Deepak Iyengar
5186,8675,0,Ravi Prasad,Arrest,2024-07-24,Bengaluru City,Pooja Nayak
5187,8677,0,Vinutha Kumar,Arrest,2024-07-24,Kalaburagi,Pooja Hegde
5188,8679,0,Yashwanth Patil,Surrender,2024-07-24,Shivamogga,Girish Patil
5190,8681,0,Deepak Hegde,Arrest,2024-07-24,Bengaluru Rural,Lakshmi Kulkarni
5193,8687,0,Bhavana Reddy,Surrender,2024-07-24,Bengaluru Rural,Kiran Hegde
5194,8691,0,Lakshmi Rao,Arrest,2024-07-25,Davanagere,Manjunath Naik
5196,8695,0,Mary Hegde,Arrest,2024-07-25,Kalaburagi,Prakash Murthy
5199,8699,0,Shivakumar Reddy,Arrest,2024-07-25,Bengaluru City,Vinutha Iyengar
5201,8701,0,Prakash Iyengar,Surrender,2024-07-25,Kalaburagi,Anitha Kumar
5202,8703,0,Rekha Shetty,Arrest,2024-07-25,Kalaburagi,Fatima Iyengar
5204,8705,0,Vinutha Reddy,Arrest,2024-07-25,Hubballi-Dharwad,Rekha Prasad
5207,8711,0,Yashwanth Nayak,Arrest,2024-07-25,Hassan,Kiran Hegde
5209,8713,0,Manjunath Kumar,Arrest,2024-07-25,Ballari,Deepak Iyengar
5212,8719,0,Lakshmi Naik,Arrest,2024-07-25,Bengaluru City,Anitha Naik
5214,8723,0,Kiran Prasad,Arrest,2024-07-25,Bengaluru City,Mary Gowda
5217,8729,0,Girish Hegde,Arrest,2024-07-25,Udupi,Rekha Rao
5218,8731,0,Basavaraj Gowda,Arrest,2024-07-25,Vijayapura,Anitha Desai
5221,8735,0,Pooja Kulkarni,Arrest,2024-07-25,Kalaburagi,Lakshmi Gowda
5224,8741,0,Fatima Gowda,Arrest,2024-07-26,Kalaburagi,Lakshmi Prasad
5226,8747,0,Lakshmi Prasad,Surrender,2024-07-26,Mysuru,Chetan Desai
5228,8749,0,Vinutha Iyengar,Arrest,2024-07-26,Hassan,Kiran Iyengar
5229,8751,0,Chetan Kulkarni,Arrest,2024-07-26,Hubballi-Dharwad,Joseph Patil
5231,8753,0,Anitha Prasad,Arrest,2024-07-26,Bengaluru City,Prakash Kumar
5233,8755,0,Ashwini Kumar,Arrest,2024-07-26,Shivamogga,Nagaraj Bhat
5234,8757,0,Imran Patil,Surrender,2024-07-26,Kalaburagi,Yashwanth Gowda
5241,8773,0,Imran Prasad,Arrest,2024-07-26,Bengaluru City,Vinutha Nayak
5244,8779,0,Rekha Rao,Arrest,2024-07-26,Mysuru,Vinutha Patil
5247,8785,0,Pooja Shetty,Arrest,2024-07-26,Bengaluru City,Girish Rao
5251,8791,0,Kiran Murthy,Surrender,2024-07-26,Mysuru,Lakshmi Rao
5252,8795,0,Suresh Hegde,Arrest,2024-07-27,Mysuru,Chetan Iyengar
5254,8799,0,Yashwanth Kumar,Arrest,2024-07-27,Shivamogga,Mary Desai
5256,8803,0,Manjunath Rao,Surrender,2024-07-27,Raichur,Anitha Gowda
5258,8805,0,Ravi Naik,Arrest,2024-07-27,Bengaluru Rural,Vinutha Hegde
5260,8807,0,Ravi Patil,Arrest,2024-07-27,Bengaluru City,Fatima Shetty
5262,8809,0,Imran Gowda,Arrest,2024-07-27,Bengaluru City,Vinutha Nayak
5263,8815,0,Basavaraj Naik,Arrest,2024-07-27,Mysuru,Imran Patil
5264,8817,0,Girish Nayak,Surrender,2024-07-27,Bengaluru City,Imran Kumar
5265,8821,0,Rekha Murthy,Arrest,2024-07-27,Bengaluru City,Deepak Bhat
5267,8823,0,Bhavana Murthy,Arrest,2024-07-27,Bengaluru Rural,Joseph Hegde
5269,8825,0,Bhavana Reddy,Arrest,2024-07-27,Shivamogga,Yashwanth Kumar
5270,8827,0,Vinutha Murthy,Arrest,2024-07-27,Hubballi-Dharwad,Yashwanth Kumar
5272,8829,0,Fatima Prasad,Arrest,2024-07-27,Belagavi,Chetan Kulkarni
5274,8831,0,Shivakumar Kulkarni,Surrender,2024-07-27,Bengaluru City,Manjunath Naik
5275,8833,0,Manjunath Nayak,Surrender,2024-07-27,Udupi,Imran Kulkarni
5277,8835,0,Fatima Gowda,Arrest,2024-07-27,Tumakuru,Chetan Bhat
5278,8837,0,Mary Murthy,Arrest,2024-07-27,Tumakuru,Manjunath Murthy
5282,8843,0,Yashwanth Murthy,Arrest,2024-07-28,Kalaburagi,Deepak Reddy
5283,8845,0,Bhavana Prasad,Arrest,2024-07-28,Belagavi,Suresh Reddy
5284,8847,0,Imran Reddy,Arrest,2024-07-28,Bengaluru City,Manjunath Iyengar
5285,8851,0,Bhavana Hegde,Surrender,2024-07-28,Mysuru,Basavaraj Desai
5287,8853,0,Basavaraj Rao,Surrender,2024-07-28,Bengaluru Rural,Shivakumar Prasad
5289,8855,0,Anitha Kumar,Arrest,2024-07-28,Udupi,Ashwini Patil
5290,8859,0,Shivakumar Gowda,Arrest,2024-07-28,Bengaluru City,Suresh Murthy
5291,8861,0,Ravi Shetty,Arrest,2024-07-28,Bengaluru City,Anitha Reddy
5292,8863,0,Imran Naik,Arrest,2024-07-28,Shivamogga,Nagaraj Kulkarni
5294,8865,0,Bhavana Nayak,Arrest,2024-07-28,Bengaluru City,Manjunath Hegde
5296,8869,0,Anitha Patil,Arrest,2024-07-28,Ballari,Basavaraj Shetty
5298,8871,0,Suresh Nayak,Arrest,2024-07-28,Bengaluru City,Lakshmi Iyengar
5301,8877,0,Imran Iyengar,Arrest,2024-07-28,Belagavi,Mary Reddy
5302,8879,0,Deepak Rao,Arrest,2024-07-28,Vijayapura,Yashwanth Prasad
5304,8883,0,Prakash Kumar,Arrest,2024-07-28,Raichur,Imran Kulkarni
5305,8885,0,Bhavana Naik,Arrest,2024-07-28,Kalaburagi,Kiran Reddy
5307,8891,0,Anitha Desai,Surrender,2024-07-29,Hubballi-Dharwad,Bhavana Kulkarni
5314,8903,0,Suresh Gowda,Arrest,2024-07-29,Mysuru,Mary Bhat
5316,8909,0,Yashwanth Reddy,Arrest,2024-07-29,Bengaluru City,Suresh Desai
5317,8911,0,Yashwanth Gowda,Arrest,2024-07-29,Bengaluru City,Prakash Gowda
5319,8913,0,Prakash Iyengar,Arrest,2024-07-29,Mysuru,Yashwanth Reddy
5322,8917,0,Chetan Kulkarni,Arrest,2024-07-29,Hubballi-Dharwad,Rekha Naik
5323,8919,0,Deepak Desai,Arrest,2024-07-29,Tumakuru,Bhavana Kumar
5325,8923,0,Joseph Kumar,Arrest,2024-07-30,Vijayapura,Imran Nayak
5326,8925,0,Nagaraj Reddy,Arrest,2024-07-30,Bengaluru City,Anitha Shetty
5328,8927,0,Fatima Patil,Arrest,2024-07-30,Belagavi,Deepak Nayak
5330,8929,0,Bhavana Gowda,Arrest,2024-07-30,Kalaburagi,Chetan Kulkarni
5331,8931,0,Manjunath Hegde,Arrest,2024-07-30,Kalaburagi,Yashwanth Shetty
5333,8933,0,Joseph Naik,Arrest,2024-07-30,Ballari,Bhavana Desai
5335,8935,0,Vinutha Nayak,Arrest,2024-07-30,Tumakuru,Basavaraj Patil
5339,8945,0,Manjunath Hegde,Arrest,2024-07-30,Bengaluru City,Rekha Nayak
5341,8949,0,Basavaraj Bhat,Arrest,2024-07-30,Bengaluru City,Joseph Bhat
5342,8951,0,Anitha Murthy,Arrest,2024-07-30,Bengaluru City,Manjunath Kumar
5344,8953,0,Bhavana Nayak,Arrest,2024-07-30,Belagavi,Fatima Desai
5346,8955,0,Ashwini Desai,Arrest,2024-07-30,Hubballi-Dharwad,Girish Hegde
5348,8959,0,Shivakumar Prasad,Arrest,2024-07-31,Tumakuru,Girish Rao
5350,8961,0,Anitha Kulkarni,Surrender,2024-07-31,Mysuru,Joseph Bhat
5352,8963,0,Joseph Gowda,Arrest,2024-07-31,Bengaluru City,Girish Reddy
5355,8967,0,Joseph Bhat,Arrest,2024-07-31,Bengaluru City,Imran Naik
5357,8969,0,Kiran Iyengar,Arrest,2024-07-31,Belagavi,Prakash Prasad
5358,8971,0,Imran Rao,Arrest,2024-07-31,Hubballi-Dharwad,Rekha Rao
5360,8975,0,Rekha Naik,Arrest,2024-07-31,Bengaluru Rural,Rekha Patil
5366,8987,0,Girish Reddy,Arrest,2024-07-31,Bengaluru City,Fatima Prasad
5368,8989,0,Basavaraj Naik,Arrest,2024-07-31,Mangaluru (DK),Girish Kulkarni
5370,8991,0,Ravi Shetty,Surrender,2024-07-31,Bengaluru City,Prakash Kulkarni
5371,8993,0,Mary Shetty,Arrest,2024-07-31,Mysuru,Rekha Hegde
5373,8995,0,Nagaraj Patil,Arrest,2024-08-01,Kalaburagi,Fatima Reddy
5376,8999,0,Mary Kulkarni,Arrest,2024-08-01,Mysuru,Ravi Gowda
5378,9001,0,Pooja Hegde,Arrest,2024-08-01,Mysuru,Prakash Iyengar
5381,9007,0,Girish Nayak,Arrest,2024-08-01,Hassan,Rekha Bhat
5382,9009,0,Anitha Rao,Arrest,2024-08-01,Kalaburagi,Rekha Murthy
5384,9013,0,Lakshmi Reddy,Arrest,2024-08-01,Raichur,Nagaraj Murthy
5385,9017,0,Mary Shetty,Arrest,2024-08-01,Kalaburagi,Ravi Kumar
5386,9021,0,Mary Nayak,Arrest,2024-08-01,Raichur,Kiran Iyengar
5387,9023,0,Yashwanth Patil,Arrest,2024-08-01,Bengaluru City,Deepak Shetty
5388,9025,0,Anitha Iyengar,Surrender,2024-08-01,Davanagere,Suresh Rao
5391,9029,0,Yashwanth Desai,Arrest,2024-08-01,Bengaluru City,Anitha Kulkarni
5392,9031,0,Shivakumar Rao,Arrest,2024-08-01,Kalaburagi,Prakash Hegde
5394,9033,0,Lakshmi Kulkarni,Arrest,2024-08-01,Bengaluru City,Rekha Desai
5396,9035,0,Deepak Rao,Arrest,2024-08-01,Kalaburagi,Yashwanth Gowda
5397,9037,0,Vinutha Kulkarni,Arrest,2024-08-01,Kalaburagi,Manjunath Prasad
5399,9041,0,Joseph Prasad,Surrender,2024-08-02,Tumakuru,Joseph Bhat
5403,9051,0,Imran Reddy,Arrest,2024-08-02,Bengaluru City,Shivakumar Hegde
5406,9055,0,Pooja Patil,Arrest,2024-08-02,Bengaluru City,Ashwini Gowda
5408,9057,0,Ashwini Desai,Arrest,2024-08-02,Hassan,Shivakumar Murthy
5411,9063,0,Joseph Shetty,Arrest,2024-08-02,Tumakuru,Prakash Bhat
5412,9065,0,Manjunath Reddy,Arrest,2024-08-02,Mysuru,Anitha Shetty
5413,9067,0,Deepak Prasad,Arrest,2024-08-02,Bengaluru City,Ashwini Nayak
5415,9069,0,Ashwini Kulkarni,Arrest,2024-08-02,Bengaluru Rural,Manjunath Gowda
5417,9071,0,Lakshmi Reddy,Arrest,2024-08-02,Bengaluru City,Chetan Bhat
5419,9073,0,Mary Desai,Arrest,2024-08-02,Bengaluru City,Shivakumar Rao
5420,9077,0,Basavaraj Reddy,Arrest,2024-08-02,Raichur,Suresh Shetty
5422,9079,0,Nagaraj Kulkarni,Arrest,2024-08-02,Mysuru,Manjunath Prasad
5425,9083,0,Lakshmi Shetty,Arrest,2024-08-02,Belagavi,Ashwini Gowda
5427,9085,0,Joseph Patil,Arrest,2024-08-03,Raichur,Deepak Nayak
5430,9089,0,Girish Reddy,Arrest,2024-08-03,Belagavi,Ashwini Gowda
5432,9091,0,Basavaraj Murthy,Arrest,2024-08-03,Ballari,Manjunath Kumar
5434,9095,0,Suresh Shetty,Arrest,2024-08-03,Bengaluru Rural,Ashwini Murthy
5436,9099,0,Ravi Nayak,Arrest,2024-08-03,Bengaluru City,Lakshmi Bhat
5438,9101,0,Deepak Reddy,Arrest,2024-08-03,Hubballi-Dharwad,Basavaraj Patil
5440,9103,0,Lakshmi Hegde,Surrender,2024-08-03,Mysuru,Basavaraj Rao
5442,9107,0,Pooja Kulkarni,Surrender,2024-08-03,Tumakuru,Bhavana Prasad
5443,9109,0,Suresh Patil,Arrest,2024-08-03,Bengaluru City,Pooja Iyengar
5445,9113,0,Pooja Hegde,Arrest,2024-08-03,Hassan,Bhavana Prasad
5447,9115,0,Joseph Kumar,Arrest,2024-08-03,Ballari,Basavaraj Kumar
5450,9119,0,Suresh Murthy,Arrest,2024-08-04,Belagavi,Kiran Naik
5451,9121,0,Bhavana Rao,Surrender,2024-08-04,Bengaluru Rural,Manjunath Reddy
5453,9123,0,Fatima Iyengar,Arrest,2024-08-04,Hubballi-Dharwad,Deepak Reddy
5455,9125,0,Anitha Kumar,Surrender,2024-08-04,Vijayapura,Chetan Hegde
5457,9127,0,Joseph Shetty,Arrest,2024-08-04,Bengaluru City,Vinutha Bhat
5459,9129,0,Fatima Kumar,Arrest,2024-08-04,Vijayapura,Fatima Patil
5460,9131,0,Shivakumar Kumar,Arrest,2024-08-04,Belagavi,Chetan Bhat
5462,9133,0,Prakash Iyengar,Arrest,2024-08-04,Mangaluru (DK),Lakshmi Shetty
5463,9135,0,Suresh Nayak,Arrest,2024-08-04,Hubballi-Dharwad,Mary Patil
5466,9141,0,Shivakumar Hegde,Arrest,2024-08-04,Bengaluru City,Anitha Shetty
5467,9143,0,Suresh Bhat,Arrest,2024-08-04,Mangaluru (DK),Basavaraj Prasad
5468,9145,0,Kiran Hegde,Arrest,2024-08-04,Bengaluru City,Fatima Nayak
5469,9147,0,Mary Desai,Arrest,2024-08-04,Hubballi-Dharwad,Kiran Bhat
5472,9155,0,Mary Shetty,Arrest,2024-08-04,Mysuru,Ashwini Reddy
5474,9157,0,Anitha Reddy,Arrest,2024-08-05,Bengaluru City,Kiran Reddy
5475,9159,0,Basavaraj Gowda,Arrest,2024-08-05,Tumakuru,Rekha Reddy
5480,9171,0,Manjunath Patil,Arrest,2024-08-05,Raichur,Ashwini Gowda
5481,9173,0,Lakshmi Nayak,Arrest,2024-08-05,Udupi,Rekha Bhat
5483,9175,0,Shivakumar Kulkarni,Arrest,2024-08-05,Vijayapura,Deepak Murthy
5484,9177,0,Yashwanth Iyengar,Arrest,2024-08-05,Ballari,Mary Desai
5486,9179,0,Imran Shetty,Arrest,2024-08-05,Tumakuru,Yashwanth Reddy
5487,9181,0,Kiran Naik,Arrest,2024-08-05,Bengaluru City,Lakshmi Iyengar
5490,9185,0,Deepak Prasad,Arrest,2024-08-05,Mysuru,Chetan Naik
5492,9189,0,Mary Kulkarni,Arrest,2024-08-05,Belagavi,Fatima Iyengar
5496,9195,0,Joseph Prasad,Arrest,2024-08-06,Kalaburagi,Pooja Shetty
5497,9197,0,Joseph Hegde,Arrest,2024-08-06,Hubballi-Dharwad,Shivakumar Iyengar
5499,9199,0,Anitha Reddy,Arrest,2024-08-06,Bengaluru City,Pooja Nayak
5500,9201,0,Nagaraj Reddy,Arrest,2024-08-06,Raichur,Mary Patil
5502,9203,0,Fatima Prasad,Arrest,2024-08-06,Bengaluru City,Girish Kulkarni
5503,9205,0,Suresh Rao,Surrender,2024-08-06,Vijayapura,Shivakumar Murthy
5505,9207,0,Ravi Prasad,Arrest,2024-08-06,Mysuru,Mary Desai
5508,9211,0,Pooja Patil,Arrest,2024-08-06,Belagavi,Ashwini Iyengar
5512,9217,0,Imran Gowda,Arrest,2024-08-06,Belagavi,Pooja Kulkarni
5515,9223,0,Deepak Kumar,Arrest,2024-08-06,Ballari,Chetan Desai
5516,9227,0,Girish Iyengar,Arrest,2024-08-06,Belagavi,Nagaraj Naik
5518,9229,0,Anitha Murthy,Arrest,2024-08-06,Mysuru,Suresh Kulkarni
5519,9231,0,Prakash Kumar,Arrest,2024-08-06,Mangaluru (DK),Yashwanth Murthy
5521,9233,0,Vinutha Patil,Arrest,2024-08-06,Bengaluru City,Nagaraj Kulkarni
5523,9235,0,Anitha Kulkarni,Arrest,2024-08-06,Raichur,Yashwanth Prasad
5526,9249,0,Yashwanth Desai,Arrest,2024-08-07,Bengaluru City,Rekha Iyengar
5528,9251,0,Shivakumar Reddy,Surrender,2024-08-07,Belagavi,Ashwini Iyengar
5529,9253,0,Anitha Kumar,Arrest,2024-08-07,Tumakuru,Basavaraj Bhat
5531,9255,0,Vinutha Iyengar,Arrest,2024-08-07,Tumakuru,Rekha Desai
5534,9259,0,Vinutha Iyengar,Surrender,2024-08-07,Bengaluru City,Ashwini Desai
5538,9267,0,Manjunath Nayak,Arrest,2024-08-07,Bengaluru City,Bhavana Kumar
5541,9279,0,Suresh Rao,Arrest,2024-08-07,Bengaluru City,Mary Desai
5542,9281,0,Rekha Hegde,Arrest,2024-08-07,Mysuru,Vinutha Hegde
5543,9283,0,Girish Patil,Surrender,2024-08-07,Shivamogga,Ashwini Hegde
5545,9287,0,Bhavana Reddy,Arrest,2024-08-08,Kalaburagi,Nagaraj Patil
5547,9289,0,Nagaraj Bhat,Arrest,2024-08-08,Mangaluru (DK),Pooja Gowda
5549,9291,0,Mary Iyengar,Arrest,2024-08-08,Kalaburagi,Ravi Patil
5551,9293,0,Deepak Desai,Surrender,2024-08-08,Belagavi,Chetan Bhat
5553,9295,0,Yashwanth Kumar,Arrest,2024-08-08,Bengaluru Rural,Manjunath Reddy
5554,9297,0,Nagaraj Kumar,Surrender,2024-08-08,Shivamogga,Basavaraj Hegde
5555,9299,0,Ashwini Desai,Arrest,2024-08-08,Shivamogga,Pooja Iyengar
5557,9301,0,Fatima Shetty,Arrest,2024-08-08,Bengaluru City,Manjunath Nayak
5559,9307,0,Prakash Reddy,Arrest,2024-08-08,Shivamogga,Ashwini Shetty
5561,9309,0,Shivakumar Bhat,Arrest,2024-08-08,Bengaluru City,Fatima Patil
5562,9311,0,Basavaraj Bhat,Arrest,2024-08-08,Kalaburagi,Fatima Reddy
5564,9313,0,Pooja Hegde,Arrest,2024-08-08,Kalaburagi,Anitha Shetty
5565,9315,0,Rekha Patil,Arrest,2024-08-08,Tumakuru,Ashwini Shetty
5566,9317,0,Pooja Bhat,Arrest,2024-08-08,Bengaluru Rural,Imran Gowda
5567,9319,0,Deepak Patil,Arrest,2024-08-08,Davanagere,Basavaraj Prasad
5571,9327,0,Mary Gowda,Arrest,2024-08-08,Udupi,Basavaraj Kulkarni
5573,9329,0,Anitha Prasad,Arrest,2024-08-08,Bengaluru City,Girish Nayak
5575,9335,0,Anitha Prasad,Arrest,2024-08-09,Bengaluru City,Pooja Rao
5577,9341,0,Bhavana Naik,Arrest,2024-08-09,Hassan,Chetan Nayak
5579,9343,0,Shivakumar Naik,Arrest,2024-08-09,Bengaluru City,Yashwanth Shetty
5581,9349,0,Mary Nayak,Arrest,2024-08-09,Bengaluru City,Suresh Murthy
5584,9357,0,Kiran Murthy,Surrender,2024-08-09,Vijayapura,Nagaraj Prasad
5586,9361,0,Chetan Rao,Arrest,2024-08-09,Belagavi,Pooja Gowda
5589,9365,0,Rekha Gowda,Arrest,2024-08-09,Vijayapura,Kiran Rao
5591,9367,0,Imran Prasad,Arrest,2024-08-09,Davanagere,Imran Shetty
5593,9369,0,Mary Prasad,Surrender,2024-08-09,Hubballi-Dharwad,Joseph Desai
5595,9371,0,Manjunath Murthy,Arrest,2024-08-09,Bengaluru City,Mary Kumar
5596,9373,0,Nagaraj Murthy,Arrest,2024-08-09,Bengaluru City,Nagaraj Hegde
5597,9375,0,Girish Kumar,Arrest,2024-08-09,Tumakuru,Fatima Patil
5599,9381,0,Lakshmi Naik,Arrest,2024-08-09,Hubballi-Dharwad,Basavaraj Kulkarni
5602,9385,0,Fatima Kulkarni,Arrest,2024-08-09,Mysuru,Nagaraj Rao
5603,9387,0,Mary Patil,Arrest,2024-08-09,Tumakuru,Bhavana Shetty
5604,9389,0,Shivakumar Naik,Arrest,2024-08-09,Bengaluru City,Prakash Naik
5606,9393,0,Vinutha Murthy,Arrest,2024-08-09,Bengaluru City,Lakshmi Iyengar
5608,9395,0,Girish Kumar,Arrest,2024-08-09,Kalaburagi,Shivakumar Prasad
5610,9397,0,Bhavana Prasad,Arrest,2024-08-09,Bengaluru City,Chetan Iyengar
5611,9399,0,Shivakumar Bhat,Arrest,2024-08-10,Mysuru,Shivakumar Kumar
5613,9401,0,Shivakumar Kumar,Arrest,2024-08-10,Tumakuru,Yashwanth Iyengar
5615,9403,0,Chetan Kulkarni,Surrender,2024-08-10,Bengaluru City,Fatima Murthy
5619,9409,0,Deepak Kumar,Arrest,2024-08-10,Belagavi,Vinutha Kulkarni
5620,9411,0,Lakshmi Iyengar,Arrest,2024-08-10,Bengaluru City,Vinutha Patil
5621,9413,0,Bhavana Murthy,Arrest,2024-08-10,Bengaluru City,Chetan Reddy
5622,9415,0,Pooja Prasad,Arrest,2024-08-10,Belagavi,Basavaraj Murthy
5623,9417,0,Yashwanth Murthy,Arrest,2024-08-10,Hubballi-Dharwad,Lakshmi Gowda
5625,9425,0,Mary Kulkarni,Arrest,2024-08-10,Vijayapura,Suresh Prasad
5627,9427,0,Nagaraj Naik,Arrest,2024-08-10,Vijayapura,Manjunath Shetty
5629,9431,0,Manjunath Desai,Arrest,2024-08-10,Mangaluru (DK),Suresh Nayak
5631,9435,0,Basavaraj Gowda,Arrest,2024-08-11,Bengaluru City,Vinutha Reddy
5632,9437,0,Prakash Shetty,Arrest,2024-08-11,Tumakuru,Chetan Reddy
5635,9441,0,Kiran Patil,Arrest,2024-08-11,Vijayapura,Shivakumar Prasad
5637,9443,0,Lakshmi Nayak,Arrest,2024-08-11,Mysuru,Suresh Kulkarni
5640,9447,0,Shivakumar Desai,Arrest,2024-08-11,Belagavi,Rekha Nayak
5642,9449,0,Shivakumar Naik,Surrender,2024-08-11,Belagavi,Suresh Hegde
5643,9451,0,Kiran Murthy,Arrest,2024-08-11,Shivamogga,Anitha Rao
5644,9453,0,Nagaraj Bhat,Arrest,2024-08-11,Bengaluru City,Ashwini Gowda
5645,9455,0,Deepak Reddy,Arrest,2024-08-11,Kalaburagi,Nagaraj Rao
5648,9459,0,Joseph Kulkarni,Arrest,2024-08-11,Bengaluru City,Rekha Kumar
5649,9461,0,Ravi Shetty,Arrest,2024-08-11,Hassan,Fatima Bhat
5650,9463,0,Ravi Nayak,Surrender,2024-08-11,Ballari,Manjunath Nayak
5651,9465,0,Yashwanth Kulkarni,Arrest,2024-08-11,Shivamogga,Ravi Iyengar
5652,9467,0,Joseph Kulkarni,Arrest,2024-08-11,Bengaluru City,Ravi Prasad
5653,9469,0,Ravi Bhat,Surrender,2024-08-12,Bengaluru City,Ravi Murthy
5656,9475,0,Manjunath Shetty,Arrest,2024-08-12,Kalaburagi,Deepak Patil
5657,9477,0,Bhavana Gowda,Arrest,2024-08-12,Belagavi,Mary Gowda
5660,9485,0,Suresh Kumar,Arrest,2024-08-12,Hubballi-Dharwad,Shivakumar Rao
5661,9487,0,Nagaraj Rao,Surrender,2024-08-12,Shivamogga,Ravi Gowda
5663,9489,0,Deepak Naik,Surrender,2024-08-12,Bengaluru City,Joseph Reddy
5664,9493,0,Anitha Hegde,Arrest,2024-08-12,Bengaluru City,Vinutha Kumar
5666,9497,0,Suresh Kumar,Arrest,2024-08-12,Mysuru,Nagaraj Rao
5668,9499,0,Shivakumar Reddy,Arrest,2024-08-12,Kalaburagi,Imran Murthy
5671,9503,0,Yashwanth Patil,Arrest,2024-08-12,Tumakuru,Imran Reddy
5673,9507,0,Deepak Shetty,Arrest,2024-08-13,Mysuru,Rekha Reddy
